timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2023-10-27T18:18:16,partial-model-merging,249e8676-caf7-4d43-b36d-2e150945f842,3.618515491485596,4.824670296828725e-05,0.0133332862832319,0.0,48.106,23.52174139022827,0,4.8292350405852e-05,2.361033658116327e-05,7.190268698701527e-05,Germany,DEU,free and hanseatic city of hamburg,,,Linux-6.2.0-35-generic-x86_64-with-glibc2.35,3.10.12,6,Intel(R) Core(TM) i5-9600K CPU @ 3.70GHz,2,1 x NVIDIA GeForce GTX 1060 6GB1 x NVIDIA GeForce RTX 3060,9.996,53.5544,62.72464370727539,machine,N
2023-10-27T18:22:58,partial-model-merging,29575fd9-4723-4aa0-9348-8259600cac2e,13.28006148338318,0.0001808056872337,0.0136148230533397,0.0,49.553,23.52174139022827,0,0.0001827242504609,8.673280949992687e-05,0.0002694570599608,Germany,DEU,free and hanseatic city of hamburg,,,Linux-6.2.0-35-generic-x86_64-with-glibc2.35,3.10.12,6,Intel(R) Core(TM) i5-9600K CPU @ 3.70GHz,2,1 x NVIDIA GeForce GTX 1060 6GB1 x NVIDIA GeForce RTX 3060,9.996,53.5544,62.72464370727539,machine,N
2023-10-27T18:28:13,partial-model-merging,9e8ada95-3753-40d3-ad49-7bb2d5e841f9,299.898184299469,0.004082243322378,0.0136120974920664,0.0,47.666,23.52174139022827,0,0.0041254039176803,0.0019584162348949,0.0060838201525753,Germany,DEU,free and hanseatic city of hamburg,,,Linux-6.2.0-35-generic-x86_64-with-glibc2.35,3.10.12,6,Intel(R) Core(TM) i5-9600K CPU @ 3.70GHz,2,1 x NVIDIA GeForce GTX 1060 6GB1 x NVIDIA GeForce RTX 3060,9.996,53.5544,62.72464370727539,machine,N
2023-10-27T18:37:20,partial-model-merging,07726b7e-b215-46c6-9763-c2eb9084df1c,229.464941740036,0.0031356572742562,0.0136650821274854,0.0,50.323,23.52174139022827,0,0.0031902896587677,0.0014828210331194,0.0046731106918871,Germany,DEU,free and hanseatic city of hamburg,,,Linux-6.2.0-35-generic-x86_64-with-glibc2.35,3.10.12,6,Intel(R) Core(TM) i5-9600K CPU @ 3.70GHz,2,1 x NVIDIA GeForce GTX 1060 6GB1 x NVIDIA GeForce RTX 3060,9.996,53.5544,62.72464370727539,machine,N
2023-10-27T18:45:18,partial-model-merging,,224.7839000225067,0.0031048051533572,0.0138124000564381,0.0,50.889,23.52174139022827,0,0.0031597484825259,0.0014673828935653,0.0046271313760912,Germany,DEU,free and hanseatic city of hamburg,,,Linux-6.2.0-35-generic-x86_64-with-glibc2.35,3.10.12,6,Intel(R) Core(TM) i5-9600K CPU @ 3.70GHz,2,1 x NVIDIA GeForce GTX 1060 6GB1 x NVIDIA GeForce RTX 3060,9.996,53.5544,62.72464370727539,machine,N
2023-10-27T18:56:23,partial-model-merging,79d1b827-c884-4fc4-949e-2e9488d3d9cb,0.0240733623504638,1.4620929879773934e-07,0.0060734888907166,0.0,28.004,23.52174139022827,0,1.2172318352593317e-07,9.6174430181577e-08,2.178976137075102e-07,Germany,DEU,free and hanseatic city of hamburg,,,Linux-6.2.0-35-generic-x86_64-with-glibc2.35,3.10.12,6,Intel(R) Core(TM) i5-9600K CPU @ 3.70GHz,2,1 x NVIDIA GeForce GTX 1060 6GB1 x NVIDIA GeForce RTX 3060,9.996,53.5544,62.72464370727539,machine,N
2023-10-28T01:06:32,partial-model-merging,62acbc3b-08f0-41d6-ac8e-c86b558e83e4,0.021329641342163,1.3020706063233405e-07,0.0061045124267958,0.0,27.891,23.52174139022827,0,1.1421469867229465e-07,9.411659833943988e-08,2.083312970117345e-07,Germany,DEU,free and hanseatic city of hamburg,,,Linux-6.2.0-35-generic-x86_64-with-glibc2.35,3.10.12,6,Intel(R) Core(TM) i5-9600K CPU @ 3.70GHz,2,1 x NVIDIA GeForce GTX 1060 6GB1 x NVIDIA GeForce RTX 3060,9.996,53.5544,62.72464370727539,machine,N
2023-10-28T01:20:56,partial-model-merging,81de3ade-9563-40a7-a835-c132d9d8e672,0.0276563167572021,1.9173850792438085e-07,0.0069329010658821,0.0,27.779,23.52174139022827,0,1.669518611166213e-07,1.3982975156238808e-07,3.067816126790093e-07,Germany,DEU,free and hanseatic city of hamburg,,,Linux-6.2.0-35-generic-x86_64-with-glibc2.35,3.10.12,6,Intel(R) Core(TM) i5-9600K CPU @ 3.70GHz,2,1 x NVIDIA GeForce GTX 1060 6GB1 x NVIDIA GeForce RTX 3060,9.996,53.5544,62.72464370727539,machine,N
2023-10-28T01:21:33,partial-model-merging,a9b0b9db-3078-4147-937a-d59e9110be17,3.0622620582580566,3.818489303926427e-05,0.0124695053241084,0.0,48.443,23.52174139022827,0,4.112786398894257e-05,1.996796487388025e-05,6.109582886282283e-05,Germany,DEU,free and hanseatic city of hamburg,,,Linux-6.2.0-35-generic-x86_64-with-glibc2.35,3.10.12,6,Intel(R) Core(TM) i5-9600K CPU @ 3.70GHz,2,1 x NVIDIA GeForce GTX 1060 6GB1 x NVIDIA GeForce RTX 3060,9.996,53.5544,62.72464370727539,machine,N
2023-10-28T01:21:43,partial-model-merging,3d461432-f324-47a6-9ad3-ddae71e3fc53,1.6470048427581787,2.060057853921317e-05,0.0125079040476372,0.0,48.79100000000001,23.52174139022827,0,2.224077140933937e-05,1.0720154253401689e-05,3.296092566274107e-05,Germany,DEU,free and hanseatic city of hamburg,,,Linux-6.2.0-35-generic-x86_64-with-glibc2.35,3.10.12,6,Intel(R) Core(TM) i5-9600K CPU @ 3.70GHz,2,1 x NVIDIA GeForce GTX 1060 6GB1 x NVIDIA GeForce RTX 3060,9.996,53.5544,62.72464370727539,machine,N
