layers,model_a_test_acc,model_b_test_acc,full_ensembling_test_acc,full_merging_test_acc,default_num_params,only_ensemble_i_train_accs,only_ensemble_i_train_losses,only_ensemble_i_test_accs,only_ensemble_i_test_losses,only_ensemble_i_num_params,only_merge_i_train_accs,only_merge_i_train_losses,only_merge_i_test_accs,only_merge_i_test_losses,only_merge_i_num_params
1.0,0.9555547,0.95601565,0.9616626,0.8817609,9225610.0,0.921086,0.5182732,0.9060003,0.5853442,9301130.0,0.99836195,0.009195757,0.95981866,0.17326024,36733960.0
2.0,0.9555547,0.95601565,0.9616626,0.8817609,9225610.0,0.92176855,0.55437845,0.90438694,0.6256517,9594378.0,0.9972289,0.012420362,0.9583973,0.18497778,36145800.0
3.0,0.9555547,0.95601565,0.9616626,0.8817609,9225610.0,0.9415482,0.44808882,0.9202904,0.53116393,10110602.0,0.98883384,0.038349036,0.9555547,0.18392299,35113480.0
4.0,0.9555547,0.95601565,0.9616626,0.8817609,9225610.0,0.93144685,0.46671543,0.9096112,0.5392097,10995338.0,0.9898849,0.035978183,0.95832056,0.17749481,33344010.0
5.0,0.9555547,0.95601565,0.9616626,0.8817609,9225610.0,0.9115989,0.49378452,0.89777964,0.563507,12765066.0,0.99833465,0.009940243,0.96124,0.15985985,29804810.0
6.0,0.9555547,0.95601565,0.9616626,0.8817609,9225610.0,0.91796005,0.42319897,0.90454054,0.4871888,13944714.0,0.9989353,0.011169203,0.9614321,0.15028714,27445514.0
7.0,0.9555547,0.95601565,0.9616626,0.8817609,9225610.0,0.9223692,0.42905304,0.9073832,0.4949985,13944714.0,0.99874413,0.012563824,0.9601644,0.15491566,27445514.0
8.0,0.9555547,0.95601565,0.9616626,0.8817609,9225610.0,0.91851974,0.45382428,0.9050015,0.51603705,11590538.0,0.99897623,0.0097002825,0.96104795,0.15653212,32158986.0
