layers,full_ensembling_train_accs,full_merging_train_accs,full_merging_REPAIR_train_accs,full_ensembling_test_accs,full_merging_test_accs,full_merging_REPAIR_test_accs,full_ensembling_train_losses,full_merging_train_losses,full_merging_REPAIR_train_losses,full_ensembling_test_losses,full_merging_test_losses,full_merging_REPAIR_test_losses,default_num_params,only_ensemble_i_train_accs,only_ensemble_i_train_losses,only_ensemble_i_test_accs,only_ensemble_i_test_losses,only_ensemble_i_REPAIR_train_accs,only_ensemble_i_REPAIR_train_losses,only_ensemble_i_REPAIR_test_accs,only_ensemble_i_REPAIR_test_losses,only_ensemble_i_num_params,only_merge_i_train_accs,only_merge_i_train_losses,only_merge_i_test_accs,only_merge_i_test_losses,only_merge_i_REPAIR_train_accs,only_merge_i_REPAIR_train_losses,only_merge_i_REPAIR_test_accs,only_merge_i_REPAIR_test_losses,only_merge_i_num_params
1,0.99995905,0.93251157,0.9869091,0.9690381,0.9189459,0.9577443,0.0006884215,0.3496869,0.046922896,0.1310344,0.3939156,0.17038798,9236626.0,0.9129912,0.39554197,0.909957,0.41116458,0.98723674,0.045225505,0.9582821,0.1677947,9312402.0,0.19082135,2.2295904,0.19660418,2.22927,0.99995905,0.09856813,0.9682698,0.20201662,36755730.0
2,0.99995905,0.93251157,0.9869091,0.9690381,0.9189459,0.9577443,0.0006884215,0.3496869,0.046922896,0.1310344,0.3939156,0.17038798,9236626.0,0.6910193,1.0362679,0.6643746,1.0843068,0.98849255,0.041251376,0.959012,0.16288997,9605906.0,0.41882688,2.05155,0.39320835,2.062389,0.99995905,0.10033334,0.96815455,0.2031625,36167310.0
3,0.99995905,0.93251157,0.9869091,0.9690381,0.9189459,0.9577443,0.0006884215,0.3496869,0.046922896,0.1310344,0.3939156,0.17038798,9236626.0,0.84513426,0.6410219,0.8286724,0.7199859,0.9907176,0.03479378,0.95981866,0.15909986,10122642.0,0.29972562,2.1327934,0.28426552,2.1368532,0.99990445,0.10338002,0.96600336,0.20652689,35134480.0
4,0.99995905,0.93251157,0.9869091,0.9690381,0.9189459,0.9577443,0.0006884215,0.3496869,0.046922896,0.1310344,0.3939156,0.17038798,9236626.0,0.87835974,0.60028934,0.86282265,0.65968007,0.9930245,0.027161788,0.96124,0.15452348,11007378.0,0.27688822,2.1677868,0.26978335,2.171577,0.9996997,0.11246157,0.96565765,0.21132687,33365010.0
5,0.99995905,0.93251157,0.9869091,0.9690381,0.9189459,0.9577443,0.0006884215,0.3496869,0.046922896,0.1310344,0.3939156,0.17038798,9236626.0,0.9090053,0.74284613,0.8909419,0.8191131,0.99303824,0.026614899,0.96047175,0.1583464,12778130.0,0.20026755,2.02723,0.20271204,2.0367613,0.99956316,0.10805409,0.9662723,0.20281355,29824786.0
6,0.99995905,0.93251157,0.9869091,0.9690381,0.9189459,0.9577443,0.0006884215,0.3496869,0.046922896,0.1310344,0.3939156,0.17038798,9236626.0,0.90901893,0.47131208,0.89282423,0.5268366,0.9917005,0.029220508,0.9583973,0.16448967,13957778.0,0.3312994,2.1110466,0.30558544,2.1179526,0.9994403,0.083646916,0.9684235,0.17727602,27465490.0
7,0.99995905,0.93251157,0.9869091,0.9690381,0.9189459,0.9577443,0.0006884215,0.3496869,0.046922896,0.1310344,0.3939156,0.17038798,9236626.0,0.9557039,0.45955613,0.942878,0.4835072,0.9880967,0.041885074,0.95809007,0.15795982,13957778.0,0.18922424,2.2862835,0.1958743,2.2921264,0.9998362,0.05692834,0.9685387,0.15945178,27465490.0
8,0.99995905,0.93251157,0.9869091,0.9690381,0.9189459,0.9577443,0.0006884215,0.3496869,0.046922896,0.1310344,0.3939156,0.17038798,9236626.0,0.9340404,0.48640767,0.92009836,0.5325065,0.9869091,0.1063587,0.9582053,0.18355861,11603602.0,0.23577268,2.2155902,0.22990935,2.212596,0.99995905,0.0034399265,0.96911496,0.119190805,32178962.0
