alphas,ensembling_train_accs,ensembling_train_losses,ensembling_test_accs,ensembling_test_losses,naive_train_accs,naive_train_losses,naive_test_accs,naive_test_losses,merging_train_accs,merging_train_losses,merging_test_accs,merging_test_losses,merging_REPAIR_train_accs,merging_REPAIR_train_losses,merging_REPAIR_test_accs,merging_REPAIR_test_losses,partial_merging_1.1_train_accs,partial_merging_1.1_train_losses,partial_merging_1.1_test_accs,partial_merging_1.1_test_losses,partial_merging_REPAIR_1.1_train_accs,partial_merging_REPAIR_1.1_train_losses,partial_merging_REPAIR_1.1_test_accs,partial_merging_REPAIR_1.1_test_losses,partial_merging_1.5_train_accs,partial_merging_1.5_train_losses,partial_merging_1.5_test_accs,partial_merging_1.5_test_losses,partial_merging_REPAIR_1.5_train_accs,partial_merging_REPAIR_1.5_train_losses,partial_merging_REPAIR_1.5_test_accs,partial_merging_REPAIR_1.5_test_losses,partial_merging_1.8_train_accs,partial_merging_1.8_train_losses,partial_merging_1.8_test_accs,partial_merging_1.8_test_losses,partial_merging_REPAIR_1.8_train_accs,partial_merging_REPAIR_1.8_train_losses,partial_merging_REPAIR_1.8_test_accs,partial_merging_REPAIR_1.8_test_losses,partial_merging_2.0_train_accs,partial_merging_2.0_train_losses,partial_merging_2.0_test_accs,partial_merging_2.0_test_losses,partial_merging_REPAIR_2.0_train_accs,partial_merging_REPAIR_2.0_train_losses,partial_merging_REPAIR_2.0_test_accs,partial_merging_REPAIR_2.0_test_losses
0.0,1.0,2.2653881e-05,0.9922,0.034014136,1.0,2.2653887e-05,0.9922,0.03401414,1.0,2.2653887e-05,0.9922,0.03401414,1.0,2.165486e-05,0.9922,0.03365957,1.0,2.2686516e-05,0.9922,0.03401671,1.0,2.153099e-05,0.9924,0.03367113,1.0,2.2645225e-05,0.9922,0.03401868,1.0,2.1484831e-05,0.9923,0.033830896,1.0,2.265559e-05,0.9922,0.034021534,1.0,2.1668999e-05,0.9924,0.033702686,1.0,2.266913e-05,0.9922,0.034018397,1.0,2.1647373e-05,0.9924,0.03374064
0.05,1.0,2.0936492e-05,0.9924,0.033452757,0.99983335,0.00093181094,0.9897,0.035004463,1.0,7.4674215e-05,0.9918,0.033382524,1.0,3.0045254e-05,0.9923,0.03425322,1.0,6.0989438e-05,0.9921,0.03338094,1.0,2.8923543e-05,0.9925,0.034212057,1.0,3.2790937e-05,0.9921,0.033593573,1.0,2.4813537e-05,0.9922,0.034127716,1.0,2.4408404e-05,0.9922,0.03350365,1.0,2.1338245e-05,0.9924,0.03344378,1.0,2.0941101e-05,0.9924,0.033457268,1.0,2.005869e-05,0.9925,0.033161137
0.1,1.0,1.9540981e-05,0.9923,0.032961674,0.9873667,0.037124533,0.9762,0.07994358,0.99986666,0.0005847369,0.9899,0.037278425,0.9999667,7.533923e-05,0.9921,0.03585684,0.9999667,0.00032477817,0.9903,0.03580119,0.9999833,6.220964e-05,0.9924,0.035622995,1.0,5.8748632e-05,0.992,0.033976898,1.0,3.6712692e-05,0.9924,0.03464373,1.0,2.7159685e-05,0.9922,0.033172347,1.0,2.2366909e-05,0.9925,0.03333784,1.0,1.9542704e-05,0.9923,0.032970205,1.0,1.8866034e-05,0.9925,0.03266212
0.15,1.0,1.8398678e-05,0.9924,0.032538567,0.8749,0.3215169,0.8672,0.35604233,0.99855,0.0040878486,0.9884,0.045941245,0.9999667,0.00020749537,0.9913,0.03868073,0.9992667,0.0019795997,0.9888,0.041826498,0.9999667,0.0001563356,0.9912,0.03786624,0.9999833,0.00012406695,0.9914,0.035006188,0.9999833,6.233832e-05,0.9921,0.035712738,1.0,3.0739004e-05,0.9921,0.03297168,1.0,2.396807e-05,0.9924,0.033517633,1.0,1.8386563e-05,0.9924,0.032546464,1.0,1.7882614e-05,0.9925,0.032308705
0.2,1.0,1.7460181e-05,0.9927,0.03218133,0.75266665,0.81888545,0.7496,0.8403096,0.99478334,0.015595533,0.9843,0.06017612,0.99986666,0.0005847499,0.9906,0.04313906,0.9971833,0.007814323,0.9871,0.051260673,0.9999,0.00040251933,0.9908,0.04125735,0.9999667,0.00028757568,0.9907,0.036581352,0.9999667,0.00010309935,0.9921,0.036829665,1.0,3.502547e-05,0.9921,0.03282738,1.0,2.6561513e-05,0.9924,0.03347173,1.0,1.7458857e-05,0.9927,0.032183986,1.0,1.6969812e-05,0.9925,0.03186728
0.25,1.0,1.6688417e-05,0.9927,0.031887896,0.56313336,1.4013456,0.5715,1.3999335,0.9875,0.037749972,0.9785,0.081810236,0.9992833,0.0018500636,0.9897,0.048542447,0.9931333,0.019695502,0.9839,0.0643694,0.99965,0.0011394047,0.9902,0.045741368,0.99983335,0.00064819446,0.9898,0.038649604,0.9999667,0.00016157945,0.9919,0.038244683,1.0,3.9793114e-05,0.9921,0.03275855,1.0,3.0916475e-05,0.9924,0.033544354,1.0,1.6705957e-05,0.9927,0.03188991,1.0,1.6337608e-05,0.9926,0.031643823
0.3,1.0,1.6056907e-05,0.9928,0.031655546,0.30336666,1.9973401,0.3103,1.9829692,0.97865,0.06910544,0.9708,0.11053112,0.99835,0.004665692,0.9889,0.05498645,0.9881333,0.0368538,0.9798,0.08038814,0.9989,0.0028924968,0.9898,0.05049195,0.9996,0.0012803175,0.9891,0.040933255,0.9999667,0.00023743021,0.9917,0.039382786,1.0,4.4538374e-05,0.9921,0.03271757,1.0,3.3154436e-05,0.9924,0.03380457,1.0,1.60645e-05,0.9928,0.031659726,1.0,1.5732128e-05,0.9929,0.03152278
0.35,1.0,1.5545338e-05,0.9928,0.031480465,0.14548333,2.414418,0.1475,2.4002705,0.96893334,0.10431744,0.9625,0.14206368,0.997,0.009175105,0.9882,0.061625507,0.9827333,0.0564419,0.9747,0.097581476,0.99791664,0.005657267,0.9891,0.05497422,0.99925,0.0021371671,0.9887,0.04311163,0.99993336,0.00034318783,0.9914,0.040588852,1.0,4.8875925e-05,0.9921,0.03265251,1.0,3.7110214e-05,0.9926,0.033716403,1.0,1.555655e-05,0.9928,0.03148329,1.0,1.5251671e-05,0.9929,0.031288475
0.4,1.0,1.5139853e-05,0.9928,0.03135828,0.0979,2.6407387,0.0975,2.6296253,0.96056664,0.13601246,0.9536,0.17009325,0.9955,0.014285564,0.9875,0.067203514,0.97765,0.07438935,0.9705,0.11302427,0.9970667,0.008695697,0.9886,0.05864597,0.99885,0.0030213923,0.9886,0.04483822,0.99988335,0.00047015058,0.9913,0.041350506,1.0,5.230704e-05,0.9921,0.03256272,1.0,3.9313505e-05,0.9925,0.033832327,1.0,1.5159125e-05,0.9928,0.031366024,1.0,1.4866298e-05,0.9929,0.031174103
0.45000002,1.0,1.48303225e-05,0.9925,0.03128518,0.09751666,2.750412,0.0974,2.7416332,0.95531666,0.15680842,0.9496,0.18792501,0.99441665,0.018397054,0.9868,0.07107086,0.97475,0.086506546,0.9675,0.12327695,0.99658334,0.011211315,0.9881,0.06165779,0.9986,0.0036727572,0.9884,0.045801677,0.99986666,0.000568042,0.9914,0.041888982,1.0,5.414088e-05,0.992,0.03248191,1.0,4.227894e-05,0.9924,0.033959445,1.0,1.4846441e-05,0.9925,0.031294793,1.0,1.4647425e-05,0.9926,0.031167077
