alphas,ensembling_train_accs,ensembling_train_losses,ensembling_test_accs,ensembling_test_losses,naive_train_accs,naive_train_losses,naive_test_accs,naive_test_losses,merging_train_accs,merging_train_losses,merging_test_accs,merging_test_losses,merging_REPAIR_train_accs,merging_REPAIR_train_losses,merging_REPAIR_test_accs,merging_REPAIR_test_losses,partial_merging_1.1_train_accs,partial_merging_1.1_train_losses,partial_merging_1.1_test_accs,partial_merging_1.1_test_losses,partial_merging_REPAIR_1.1_train_accs,partial_merging_REPAIR_1.1_train_losses,partial_merging_REPAIR_1.1_test_accs,partial_merging_REPAIR_1.1_test_losses,partial_merging_1.5_train_accs,partial_merging_1.5_train_losses,partial_merging_1.5_test_accs,partial_merging_1.5_test_losses,partial_merging_REPAIR_1.5_train_accs,partial_merging_REPAIR_1.5_train_losses,partial_merging_REPAIR_1.5_test_accs,partial_merging_REPAIR_1.5_test_losses
0.0,1.0,7.659318e-05,0.9913,0.03468549,1.0,7.6593205e-05,0.9913,0.03468549,1.0,7.6593205e-05,0.9913,0.03468549,1.0,7.621565e-05,0.9913,0.034838486,1.0,7.661317e-05,0.9913,0.034683097,1.0,7.633189e-05,0.9913,0.034822144,1.0,7.656204e-05,0.9913,0.03468399,1.0,7.6754906e-05,0.9913,0.03494029
0.05,1.0,7.006655e-05,0.9916,0.03360662,0.99985,0.0013207254,0.9894,0.0375593,0.9999833,0.00017524563,0.9911,0.034211952,1.0,9.090344e-05,0.9913,0.03461676,0.9999833,0.00014640902,0.991,0.03391489,0.9999833,9.050953e-05,0.9911,0.034620088,0.9999833,9.9525336e-05,0.9915,0.033715878,1.0,8.195465e-05,0.9916,0.034283422
0.1,1.0,6.488011e-05,0.9918,0.03265512,0.9834667,0.04414193,0.972,0.08688403,0.9999,0.000914872,0.9886,0.038398646,0.9999833,0.00016146516,0.9913,0.035320383,0.99993336,0.0005567084,0.9903,0.036025986,0.9999833,0.00015050943,0.9912,0.03507595,0.9999833,0.00015462619,0.9913,0.033510756,0.9999833,0.00010260872,0.9914,0.03415096
0.15,1.0,6.074988e-05,0.9919,0.031825826,0.8739833,0.36924055,0.8636,0.40567267,0.99831665,0.00489362,0.9863,0.04796083,0.99993336,0.0004076482,0.9914,0.03721829,0.9992667,0.0026179838,0.9885,0.041096512,0.99993336,0.00036044506,0.9913,0.03637944,0.9999833,0.00027906636,0.9909,0.034012742,0.9999833,0.00014657494,0.9915,0.03412087
0.2,1.0,5.7470177e-05,0.9922,0.031112611,0.78998333,0.91373837,0.7868,0.94269776,0.99405,0.016751507,0.9818,0.06362517,0.99951667,0.0012450789,0.9905,0.04014412,0.9970833,0.008420256,0.9861,0.049490806,0.99971664,0.0010337249,0.9908,0.0384066,0.99988335,0.00056018814,0.9904,0.03495541,0.9999667,0.0002339468,0.9915,0.03433683
0.25,1.0,5.4890897e-05,0.9924,0.030509144,0.63453335,1.5136248,0.6395,1.5232365,0.98621666,0.040103078,0.9771,0.087031685,0.9989167,0.0032724233,0.9897,0.04480342,0.99365,0.019001324,0.9833,0.06069305,0.999,0.0026130104,0.99,0.04140147,0.99971664,0.0010742432,0.99,0.036095046,0.99993336,0.00038322614,0.9913,0.034759272
0.3,1.0,5.2902946e-05,0.9925,0.030009184,0.4038,2.1755211,0.4178,2.1624336,0.97585,0.07545738,0.968,0.11926242,0.9975333,0.0069317496,0.9885,0.050183963,0.98875,0.034093075,0.9796,0.07471509,0.9982,0.0052973568,0.9892,0.045194414,0.9996,0.001804793,0.9891,0.037416104,0.99983335,0.0006269833,0.9913,0.035177536
0.35,1.0,5.1427764e-05,0.9927,0.029606778,0.20268333,2.7719808,0.2068,2.749608,0.96288335,0.118458115,0.9573,0.15798312,0.9962,0.01200661,0.987,0.056224633,0.98375,0.051943783,0.9751,0.090480804,0.99736667,0.008810987,0.9885,0.049192224,0.9992833,0.0026728578,0.9885,0.038787186,0.99965,0.00093856215,0.9915,0.035615403
0.4,1.0,5.0411105e-05,0.9924,0.029296583,0.12985,3.1608334,0.1291,3.1403794,0.95091665,0.159574,0.947,0.19484252,0.99443334,0.017432425,0.9866,0.061743427,0.97901666,0.068831325,0.971,0.105469175,0.9962,0.01231479,0.9874,0.053102873,0.99903333,0.0035264285,0.9883,0.03993334,0.9995833,0.0012574565,0.9913,0.035990614
0.45000002,1.0,4.981716e-05,0.9921,0.029073963,0.11046667,3.334109,0.1079,3.3180609,0.94278336,0.18915543,0.9388,0.22126028,0.99338335,0.021678958,0.9859,0.06597993,0.97515,0.08078019,0.9686,0.11629531,0.9953667,0.0150605785,0.9864,0.056773163,0.99873334,0.0041494346,0.9878,0.04074827,0.99951667,0.0014961923,0.9916,0.036463443
