alphas,ensembling_train_accs,ensembling_train_losses,ensembling_test_accs,ensembling_test_losses,naive_train_accs,naive_train_losses,naive_test_accs,naive_test_losses,merging_train_accs,merging_train_losses,merging_test_accs,merging_test_losses,merging_REPAIR_train_accs,merging_REPAIR_train_losses,merging_REPAIR_test_accs,merging_REPAIR_test_losses,partial_merging_1.1_train_accs,partial_merging_1.1_train_losses,partial_merging_1.1_test_accs,partial_merging_1.1_test_losses,partial_merging_REPAIR_1.1_train_accs,partial_merging_REPAIR_1.1_train_losses,partial_merging_REPAIR_1.1_test_accs,partial_merging_REPAIR_1.1_test_losses,partial_merging_1.5_train_accs,partial_merging_1.5_train_losses,partial_merging_1.5_test_accs,partial_merging_1.5_test_losses,partial_merging_REPAIR_1.5_train_accs,partial_merging_REPAIR_1.5_train_losses,partial_merging_REPAIR_1.5_test_accs,partial_merging_REPAIR_1.5_test_losses
0.0,1.0,0.00021066544,0.991,0.028725406,1.0,0.00021066541,0.991,0.028725408,1.0,0.0002106654,0.991,0.028725408,1.0,0.00020896274,0.991,0.028860033,1.0,0.00021078033,0.991,0.028726185,1.0,0.00020917672,0.9911,0.028851021,1.0,0.00021064651,0.991,0.02873489,1.0,0.00020912777,0.9911,0.028830636
0.05,1.0,0.00020041174,0.991,0.028264439,1.0,0.0009352661,0.9903,0.029549057,1.0,0.00031462937,0.9908,0.028805101,1.0,0.00023576099,0.9912,0.029479988,1.0,0.00029449057,0.9909,0.028829603,1.0,0.0002312658,0.9911,0.029450955,1.0,0.00024104763,0.9913,0.028279947,1.0,0.00021895496,0.9912,0.028687488
0.1,1.0,0.00019179042,0.9914,0.027859261,0.9981833,0.00822558,0.9868,0.041159425,1.0,0.000599762,0.9904,0.029983873,1.0,0.00031594568,0.991,0.030427434,1.0,0.00050160004,0.9905,0.029808544,1.0,0.0003001208,0.9911,0.030329265,1.0,0.00029277318,0.9912,0.028092956,1.0,0.00024062452,0.9917,0.028626109
0.15,1.0,0.00018457822,0.9918,0.027507624,0.97463334,0.062323023,0.9639,0.0974884,0.99985,0.001286712,0.9896,0.03192939,0.99995,0.00048747106,0.9905,0.031649653,0.9999667,0.00095081364,0.9903,0.031310666,0.9999833,0.00044190895,0.9906,0.03142477,1.0,0.00036938835,0.9913,0.02810358,0.9999833,0.0002789064,0.9918,0.028645681
0.2,1.0,0.00017860014,0.9916,0.027207363,0.91725,0.24421687,0.9114,0.27159187,0.99943334,0.0026896363,0.9887,0.03463578,0.99986666,0.0008278816,0.99,0.033180617,0.99976665,0.0018281009,0.9897,0.033326432,0.9999167,0.00070536305,0.9906,0.032546215,1.0,0.00047302613,0.9915,0.028292192,0.9999833,0.0003355069,0.9919,0.028830817
0.25,1.0,0.0001737191,0.9915,0.026956564,0.83045,0.5724144,0.8289,0.5843971,0.9985333,0.005011529,0.9877,0.03799837,0.99965,0.0014030099,0.9895,0.034815513,0.9992167,0.00326565,0.989,0.035760157,0.99978334,0.0011321786,0.99,0.033987354,0.9999667,0.00060401356,0.9913,0.028625522,0.9999833,0.00040687708,0.992,0.029234037
0.3,1.0,0.00016982757,0.9916,0.02675367,0.70985,1.0387597,0.7166,1.031141,0.9971833,0.008206017,0.987,0.041653585,0.99941665,0.0022361549,0.9894,0.036446813,0.99841666,0.005233557,0.9881,0.038430788,0.99955,0.0017467247,0.9896,0.03544361,0.99995,0.0007549675,0.9914,0.028964149,0.99995,0.0004959112,0.9918,0.029537313
0.35,1.0,0.00016684392,0.9916,0.026597556,0.54503334,1.6210222,0.5539,1.5934298,0.99583334,0.011867529,0.9859,0.045171786,0.9989333,0.003270472,0.9888,0.037887998,0.9974833,0.007456764,0.9875,0.040957898,0.99913335,0.0024891905,0.9897,0.036746994,0.9999167,0.0009111115,0.9915,0.029284718,0.9999167,0.0005869193,0.9919,0.029762926
0.4,1.0,0.00016470617,0.9917,0.026487585,0.37308332,2.224848,0.3858,2.1795921,0.9945167,0.015274908,0.9848,0.048165865,0.9985,0.0042894413,0.9886,0.039062608,0.9967,0.009482444,0.9872,0.042989332,0.9989,0.003235542,0.9896,0.03783223,0.9999,0.0010502232,0.9916,0.02955694,0.9999167,0.0006689252,0.9918,0.02999148
0.45000002,1.0,0.00016337135,0.9919,0.026423609,0.2667,2.675024,0.2739,2.617889,0.9938167,0.017681297,0.9841,0.050366875,0.99808335,0.0050587757,0.9884,0.03990205,0.99626666,0.010897741,0.9864,0.044376113,0.99868333,0.0037787813,0.9894,0.03848937,0.99988335,0.0011499433,0.9914,0.029829951,0.9999,0.00072635326,0.9919,0.030338887
0.5,1.0,0.00016281196,0.992,0.026405951,0.23461667,2.8324473,0.2406,2.77107,0.9936,0.018530179,0.984,0.05126793,0.99796665,0.005385702,0.9881,0.040205106,0.99618334,0.011357643,0.9865,0.04484663,0.9985667,0.0039955946,0.9893,0.03853615,0.99983335,0.0011870385,0.9914,0.029969756,0.99988335,0.0007539575,0.9918,0.030407831
0.55,1.0,0.00016301524,0.9923,0.026435321,0.26408333,2.6496825,0.276,2.5908024,0.9939333,0.017651336,0.9841,0.050610814,0.9981167,0.0051380116,0.9884,0.040012956,0.99635,0.010800518,0.9867,0.044241596,0.9985833,0.0038261241,0.9891,0.03812777,0.99986666,0.0011553878,0.9915,0.029941132,0.99988335,0.0007278036,0.9918,0.030442137
0.6,1.0,0.00016398323,0.9923,0.026512664,0.36381668,2.1728952,0.3833,2.1248548,0.9945667,0.015220404,0.9849,0.048549887,0.99843335,0.004417708,0.9889,0.039133724,0.9968,0.0093199285,0.987,0.042697698,0.99878335,0.0033117991,0.9896,0.037379835,0.99986666,0.0010641951,0.9916,0.029830646,0.99988335,0.0006735483,0.992,0.03016233
