alphas,ensembling_train_accs,ensembling_train_losses,ensembling_test_accs,ensembling_test_losses,naive_train_accs,naive_train_losses,naive_test_accs,naive_test_losses,merging_train_accs,merging_train_losses,merging_test_accs,merging_test_losses,merging_REPAIR_train_accs,merging_REPAIR_train_losses,merging_REPAIR_test_accs,merging_REPAIR_test_losses,partial_merging_1.1_train_accs,partial_merging_1.1_train_losses,partial_merging_1.1_test_accs,partial_merging_1.1_test_losses,partial_merging_REPAIR_1.1_train_accs,partial_merging_REPAIR_1.1_train_losses,partial_merging_REPAIR_1.1_test_accs,partial_merging_REPAIR_1.1_test_losses,partial_merging_1.5_train_accs,partial_merging_1.5_train_losses,partial_merging_1.5_test_accs,partial_merging_1.5_test_losses,partial_merging_REPAIR_1.5_train_accs,partial_merging_REPAIR_1.5_train_losses,partial_merging_REPAIR_1.5_test_accs,partial_merging_REPAIR_1.5_test_losses
0.5,1.0,0.0001316878,0.9912,0.03316457,0.14091666,3.561647,0.1424,3.5232003,0.9385833,0.20449841,0.9314,0.24930684,0.98705,0.04941005,0.9776,0.10354209,0.9615833,0.12562405,0.9566,0.15969081,0.99006665,0.0350607,0.9814,0.082919404,0.99688333,0.008408467,0.9887,0.04546064,0.9981833,0.0049365703,0.9897,0.045365233
0.55,1.0,0.00013195397,0.9909,0.033216152,0.1481,3.467009,0.1522,3.4242015,0.9413667,0.1945285,0.9355,0.23943506,0.9875,0.0469899,0.9782,0.10093721,0.96353334,0.11752483,0.9581,0.15118814,0.9906333,0.03298842,0.9814,0.080971956,0.997,0.007969271,0.9887,0.045245502,0.99826664,0.004842504,0.9898,0.04536036
0.6,1.0,0.00013346325,0.9908,0.03341249,0.18835,3.179871,0.1897,3.1365678,0.9489,0.16637251,0.9418,0.21205181,0.98873335,0.039804123,0.9797,0.093850136,0.9690167,0.09892359,0.9627,0.13412113,0.9918,0.027694244,0.9826,0.076779544,0.9974333,0.006938468,0.9886,0.044323273,0.9985,0.004310617,0.99,0.044983137
0.65,1.0,0.0001362786,0.9907,0.033743348,0.28333333,2.7105463,0.2909,2.6728969,0.95993334,0.12672417,0.9522,0.17405428,0.9914,0.029756235,0.9815,0.08415545,0.9762833,0.07452212,0.9697,0.11276734,0.99383336,0.020716682,0.9842,0.07071775,0.99803334,0.005505347,0.989,0.043000422,0.99871665,0.0034804307,0.9902,0.04429921
0.7,1.0,0.00014052885,0.9903,0.03420127,0.44725,2.1052601,0.4585,2.0827916,0.97255,0.0848872,0.9634,0.13367888,0.9936,0.01942736,0.984,0.07379821,0.9835333,0.05025266,0.9761,0.092138685,0.9953667,0.013619697,0.9855,0.06419763,0.99871665,0.003933188,0.9887,0.04165608,0.99903333,0.0025298428,0.9898,0.043302435
0.75,1.0,0.00014642236,0.9903,0.034784414,0.63126665,1.46,0.6348,1.458,0.9837667,0.04931186,0.972,0.0983453,0.9959667,0.010720066,0.9857,0.064235866,0.9899167,0.029741703,0.9809,0.07406701,0.9971333,0.007675829,0.9865,0.057440102,0.99918336,0.0025282262,0.9894,0.040350474,0.99946666,0.0016417622,0.9901,0.042217474
0.8,1.0,0.00015427363,0.9902,0.035497673,0.77515,0.8465386,0.7777,0.86421436,0.9914167,0.024150489,0.9798,0.071761146,0.99836665,0.004818657,0.9877,0.055829633,0.99453336,0.014745696,0.9842,0.05896093,0.9988,0.0035521453,0.9884,0.051037304,0.9997,0.0014771877,0.9898,0.039348327,0.99978334,0.00096804573,0.9896,0.041102108
0.85,1.0,0.00016454312,0.9901,0.036353182,0.8832333,0.3046544,0.8786,0.33883557,0.9967833,0.009150584,0.9854,0.054238833,0.99945,0.0017812259,0.9886,0.04907571,0.99806666,0.0057002036,0.9872,0.047942,0.9995833,0.0013834634,0.9894,0.04602871,0.99985,0.00081265345,0.9901,0.03864517,0.99985,0.00056052895,0.9896,0.040229805
0.9,1.0,0.00017790054,0.9897,0.037369177,0.98648334,0.0398249,0.9749,0.081719235,0.9992167,0.0023951307,0.9884,0.04425093,0.99985,0.00063629285,0.9894,0.044335533,0.99965,0.0016294854,0.9887,0.04158279,0.9999,0.0005501137,0.9895,0.042549744,0.9999667,0.00045538766,0.9896,0.038499955,0.99995,0.00034584495,0.9897,0.039762955
0.95,1.0,0.00019532739,0.9895,0.038567,0.99946666,0.0026606845,0.9873,0.040759522,0.99993336,0.0005333962,0.9891,0.03999293,0.9999667,0.0002876825,0.9892,0.041270558,0.99995,0.00046674165,0.9893,0.039129604,0.9999833,0.0002790041,0.9892,0.040384233,0.9999667,0.00028501352,0.989,0.038886566,0.9999667,0.00024443262,0.9892,0.039596286
1.0,0.9999833,0.00021827983,0.9891,0.039967384,0.9999833,0.0002182798,0.9891,0.03996738,0.9999833,0.00021827668,0.9891,0.039967094,0.9999833,0.00021582456,0.9892,0.039828792,0.9999833,0.00021829893,0.9891,0.039971806,0.9999833,0.00021562526,0.9891,0.039909344,0.9999833,0.00021826907,0.9891,0.039965186,0.9999833,0.00021525055,0.989,0.039878204
