alphas,ensembling_train_accs,ensembling_train_losses,ensembling_test_accs,ensembling_test_losses,naive_train_accs,naive_train_losses,naive_test_accs,naive_test_losses,merging_train_accs,merging_train_losses,merging_test_accs,merging_test_losses,merging_REPAIR_train_accs,merging_REPAIR_train_losses,merging_REPAIR_test_accs,merging_REPAIR_test_losses,partial_merging_1.1_train_accs,partial_merging_1.1_train_losses,partial_merging_1.1_test_accs,partial_merging_1.1_test_losses,partial_merging_REPAIR_1.1_train_accs,partial_merging_REPAIR_1.1_train_losses,partial_merging_REPAIR_1.1_test_accs,partial_merging_REPAIR_1.1_test_losses,partial_merging_1.5_train_accs,partial_merging_1.5_train_losses,partial_merging_1.5_test_accs,partial_merging_1.5_test_losses,partial_merging_REPAIR_1.5_train_accs,partial_merging_REPAIR_1.5_train_losses,partial_merging_REPAIR_1.5_test_accs,partial_merging_REPAIR_1.5_test_losses
0.0,0.9999833,0.0002441425,0.9894,0.04180255,0.9999833,0.00024414246,0.9894,0.041802555,0.9999833,0.00024414246,0.9894,0.041802555,0.9999833,0.00024291516,0.9893,0.04175616,0.9999833,0.00024416918,0.9894,0.041798558,0.9999833,0.00024151559,0.9893,0.041766006,0.9999833,0.00024414246,0.9894,0.04180255,0.9999833,0.00024368819,0.9893,0.04179914
0.05,0.9999833,0.00021338492,0.9895,0.040035345,0.9994,0.0027058483,0.9876,0.044626582,0.9999667,0.00054585503,0.9885,0.041985314,0.9999667,0.00032521278,0.9893,0.04324409,0.9999833,0.0004815396,0.989,0.041316435,0.9999667,0.00030737766,0.9897,0.042377602,0.9999667,0.0003182217,0.9892,0.040176664,0.9999833,0.00026129023,0.9895,0.040992644
0.1,0.9999833,0.00019070008,0.9899,0.038504135,0.9869,0.03695551,0.9744,0.0854103,0.99946666,0.002195392,0.9877,0.046146568,0.99986666,0.0007241559,0.9894,0.046430588,0.9996667,0.0016669129,0.9879,0.04393487,0.9999167,0.0006194766,0.9894,0.044646442,0.99995,0.0005244895,0.9893,0.039538424,0.99995,0.0003461425,0.9897,0.040895082
0.15,1.0,0.00017372944,0.9903,0.03720073,0.8946,0.27733463,0.8839,0.32117137,0.9972,0.007731472,0.9854,0.055288363,0.99938333,0.0020344432,0.9879,0.051702473,0.99798334,0.005631388,0.987,0.050000157,0.99965,0.0014959181,0.9885,0.04798255,0.99981666,0.00096389453,0.9891,0.039399073,0.99995,0.00052745343,0.9901,0.040979773
0.2,1.0,0.00016091666,0.9905,0.036109887,0.7924833,0.7847643,0.79,0.811719,0.99266666,0.020415802,0.9808,0.07041215,0.99838334,0.0051058633,0.9866,0.05879588,0.9945667,0.014709664,0.9837,0.060050562,0.9986333,0.0037228188,0.9875,0.052770972,0.99946666,0.0017462528,0.9888,0.039820448,0.99981666,0.0008642293,0.9902,0.04136755
0.25,1.0,0.0001512239,0.9908,0.035211593,0.63656664,1.4162858,0.6461,1.4191515,0.9855833,0.043415003,0.9741,0.09359425,0.99616665,0.010926978,0.9856,0.06723785,0.98935,0.030691892,0.98,0.07524823,0.9971333,0.008006358,0.9864,0.05830127,0.99905,0.0029231987,0.9889,0.04091628,0.99953336,0.0014320958,0.9901,0.042198822
0.3,1.0,0.00014395193,0.991,0.03448797,0.43218333,2.1144793,0.4457,2.0979316,0.9737333,0.078548715,0.9643,0.12781848,0.99365,0.019519454,0.9838,0.07691783,0.9821,0.05374253,0.9726,0.09694666,0.99506664,0.014266294,0.9855,0.064948365,0.9985667,0.004401727,0.9889,0.042218868,0.9992333,0.0021954847,0.9897,0.04321733
0.35,1.0,0.0001386284,0.9912,0.03392639,0.2891,2.7393138,0.2983,2.7134657,0.95998335,0.12199112,0.9502,0.1699337,0.9908,0.029589703,0.9817,0.08659416,0.9741333,0.08036842,0.9647,0.12126561,0.99333334,0.021640263,0.984,0.07221058,0.9978667,0.005958121,0.9886,0.04346191,0.9989667,0.0030855956,0.9897,0.04406696
0.4,1.0,0.00013493423,0.9912,0.033519533,0.19908333,3.1946006,0.2048,3.164516,0.9483167,0.1637669,0.9404,0.21060187,0.98878336,0.039516736,0.9797,0.095172375,0.9673,0.10466481,0.9592,0.14283884,0.9914,0.02861344,0.9825,0.07778965,0.99731666,0.007302224,0.9889,0.04442231,0.9986,0.0039131255,0.9895,0.04485343
0.45000002,1.0,0.00013266235,0.9913,0.03326525,0.15531667,3.4676309,0.1574,3.4337988,0.94115,0.1935517,0.9337,0.23905131,0.9875,0.04679177,0.9782,0.1013531,0.9631,0.120986156,0.9563,0.15673679,0.9902667,0.033552695,0.9813,0.08178045,0.99691665,0.008176778,0.9886,0.045082293,0.99831665,0.004616023,0.9897,0.045212477
