alphas,ensembling_train_accs,ensembling_train_losses,ensembling_test_accs,ensembling_test_losses,naive_train_accs,naive_train_losses,naive_test_accs,naive_test_losses,merging_train_accs,merging_train_losses,merging_test_accs,merging_test_losses,merging_REPAIR_train_accs,merging_REPAIR_train_losses,merging_REPAIR_test_accs,merging_REPAIR_test_losses,partial_merging_1.1_train_accs,partial_merging_1.1_train_losses,partial_merging_1.1_test_accs,partial_merging_1.1_test_losses,partial_merging_REPAIR_1.1_train_accs,partial_merging_REPAIR_1.1_train_losses,partial_merging_REPAIR_1.1_test_accs,partial_merging_REPAIR_1.1_test_losses,partial_merging_1.5_train_accs,partial_merging_1.5_train_losses,partial_merging_1.5_test_accs,partial_merging_1.5_test_losses,partial_merging_REPAIR_1.5_train_accs,partial_merging_REPAIR_1.5_train_losses,partial_merging_REPAIR_1.5_test_accs,partial_merging_REPAIR_1.5_test_losses
0.5,1.0,3.7885115e-05,0.9929,0.031433962,0.09751666,2.531805,0.0974,2.524135,0.9351,0.2344305,0.9308,0.25931144,0.98941666,0.043033376,0.9838,0.08101882,0.9468333,0.21255618,0.9407,0.24568631,0.99055,0.037023988,0.9832,0.08177045,0.99621665,0.010660073,0.9868,0.054544248,0.9988833,0.003136468,0.9912,0.0476385
0.55,1.0,3.795371e-05,0.993,0.031781632,0.09751666,2.492482,0.0974,2.4827523,0.93838334,0.22025894,0.9346,0.24544756,0.9899833,0.040212605,0.9845,0.078905724,0.9497167,0.19942367,0.9429,0.23382868,0.99093336,0.034205467,0.9827,0.08011292,0.99633336,0.010010905,0.9871,0.054004263,0.9989333,0.0029081502,0.9907,0.04797892
0.6,1.0,3.829702e-05,0.9928,0.032272484,0.0977,2.4260485,0.0976,2.4137354,0.94705,0.18454598,0.9426,0.21177676,0.99135,0.032556754,0.9858,0.07341815,0.95671666,0.16690041,0.9484,0.20302913,0.99216664,0.027477616,0.984,0.074323654,0.99695,0.008236107,0.9877,0.05243196,0.99913335,0.0023215022,0.9909,0.047366813
0.65,1.0,3.8929804e-05,0.9926,0.032895856,0.1283,2.273943,0.129,2.2594006,0.9608833,0.13652188,0.9541,0.16645078,0.99368334,0.022166366,0.9867,0.06617882,0.96678334,0.12257083,0.9567,0.16043852,0.9945167,0.01851151,0.9857,0.06682574,0.99785,0.0058823535,0.9883,0.050181147,0.99941665,0.0016535999,0.9912,0.046437003
0.7,1.0,3.987908e-05,0.9928,0.033644475,0.2591,1.973858,0.2567,1.957642,0.9737333,0.08789728,0.9663,0.12108781,0.9961,0.012155225,0.9881,0.058206014,0.97761667,0.07662955,0.9688,0.116063304,0.99656665,0.01024275,0.9873,0.05924054,0.9986,0.003614774,0.989,0.047670223,0.99965,0.000999904,0.9913,0.045062598
0.75,1.0,4.118266e-05,0.9926,0.034515563,0.50558335,1.4805708,0.5156,1.4691558,0.98515,0.047769032,0.9774,0.08445195,0.99835,0.0051928423,0.9894,0.05120609,0.9878167,0.0392468,0.9791,0.080361985,0.99833333,0.0044886842,0.9893,0.052690312,0.99936664,0.0018653685,0.9898,0.04515402,0.9998,0.00051973277,0.9916,0.043351516
0.8,1.0,4.289369e-05,0.9925,0.03551024,0.73545,0.913614,0.7328,0.92454106,0.99336666,0.020407397,0.9843,0.060391854,0.99938333,0.0017502026,0.9902,0.046440516,0.99465,0.015332328,0.9852,0.05770048,0.99945,0.0014875318,0.9907,0.047458015,0.99978334,0.00081951026,0.9907,0.042892575,0.99993336,0.00024804758,0.9917,0.042043254
0.85,1.0,4.5082903e-05,0.9924,0.036632262,0.8562833,0.40291697,0.8454,0.43226632,0.9979333,0.006171807,0.9888,0.04728844,0.9999,0.00046670224,0.9915,0.042837616,0.9987,0.004227711,0.9891,0.04612862,0.99993336,0.0003906001,0.9911,0.043915186,0.9999,0.00033261228,0.9912,0.040955253,1.0,0.0001292957,0.992,0.040797144
0.9,1.0,4.7846013e-05,0.992,0.03788542,0.98186666,0.051170114,0.9716,0.09172424,0.99965,0.0012109807,0.9907,0.040529564,0.9999833,0.00013388718,0.992,0.04093134,0.9998,0.0007487363,0.9911,0.040680908,0.9999833,0.000121868325,0.9914,0.04179206,0.9999833,0.00013981848,0.9916,0.039529946,1.0,7.8635734e-05,0.9918,0.040155787
0.95,1.0,5.1311148e-05,0.9916,0.03927008,0.9996667,0.0014894449,0.9897,0.040372577,0.9999833,0.00015372431,0.9915,0.038395125,1.0,6.571011e-05,0.9919,0.040424194,1.0,0.00012042481,0.9915,0.038910493,1.0,6.507247e-05,0.9919,0.04071863,1.0,7.435959e-05,0.9917,0.039390236,1.0,5.8058e-05,0.9917,0.040009487
1.0,1.0,5.5648485e-05,0.9914,0.040781356,1.0,5.5648485e-05,0.9914,0.040781356,1.0,5.5649554e-05,0.9914,0.040781368,1.0,5.3640255e-05,0.9915,0.040806152,1.0,5.56484e-05,0.9914,0.040792353,1.0,5.375621e-05,0.9915,0.04071313,1.0,5.567244e-05,0.9915,0.040784832,1.0,5.3827185e-05,0.9917,0.04058551
