alphas,ensembling_train_accs,ensembling_train_losses,ensembling_test_accs,ensembling_test_losses,naive_train_accs,naive_train_losses,naive_test_accs,naive_test_losses,merging_train_accs,merging_train_losses,merging_test_accs,merging_test_losses,merging_REPAIR_train_accs,merging_REPAIR_train_losses,merging_REPAIR_test_accs,merging_REPAIR_test_losses,partial_merging_1.1_train_accs,partial_merging_1.1_train_losses,partial_merging_1.1_test_accs,partial_merging_1.1_test_losses,partial_merging_REPAIR_1.1_train_accs,partial_merging_REPAIR_1.1_train_losses,partial_merging_REPAIR_1.1_test_accs,partial_merging_REPAIR_1.1_test_losses,partial_merging_1.5_train_accs,partial_merging_1.5_train_losses,partial_merging_1.5_test_accs,partial_merging_1.5_test_losses,partial_merging_REPAIR_1.5_train_accs,partial_merging_REPAIR_1.5_train_losses,partial_merging_REPAIR_1.5_test_accs,partial_merging_REPAIR_1.5_test_losses
0.5,0.99978334,0.0011309125,0.9908,0.035545506,0.14338334,2.6950006,0.1463,2.6854725,0.93763334,0.20434113,0.9353,0.21625946,0.97095,0.112981364,0.9671,0.1343914,0.9439833,0.18462498,0.9379,0.20090598,0.9732,0.10065937,0.9702,0.12614165,0.99065,0.027143179,0.9836,0.059536003,0.9913667,0.025804592,0.985,0.062339857
0.55,0.99978334,0.0011260028,0.9904,0.03571897,0.16381666,2.6802607,0.1678,2.6774218,0.941,0.1925948,0.9388,0.20441206,0.97218335,0.10747675,0.9682,0.12922876,0.94803333,0.16865964,0.9421,0.1843482,0.97385,0.09598473,0.9699,0.12229252,0.9910333,0.02587021,0.9839,0.058566675,0.9914333,0.024715124,0.9851,0.06175452
0.6,0.99976665,0.0011338752,0.99,0.036096644,0.23058334,2.4646716,0.2379,2.465958,0.94825,0.1675996,0.9464,0.18067388,0.9748,0.094337314,0.9704,0.11769108,0.95608336,0.1416344,0.9498,0.15795472,0.97625,0.08394296,0.9729,0.11278233,0.99165,0.023236223,0.9844,0.056671124,0.9921833,0.022276044,0.9855,0.060015332
0.65,0.99978334,0.0011554459,0.9902,0.03668144,0.31858334,2.0553188,0.3297,2.0605166,0.95815,0.1347054,0.9538,0.15093854,0.9784667,0.07574547,0.9744,0.104101434,0.96493334,0.10977548,0.9608,0.12939495,0.98036665,0.06729955,0.9761,0.099913135,0.99306667,0.019592643,0.9854,0.05424582,0.99333334,0.018577643,0.9863,0.05771521
0.7,0.99978334,0.0011923085,0.9902,0.037477843,0.46126667,1.506244,0.4619,1.5176988,0.96811664,0.09954211,0.9639,0.1203663,0.9835167,0.05528596,0.9785,0.09092648,0.97433335,0.07835481,0.9697,0.10324224,0.9848167,0.04905962,0.9803,0.08637928,0.99443334,0.015416243,0.9863,0.051608916,0.9948,0.014367966,0.9863,0.054781444
0.75,0.9998,0.0012469079,0.9897,0.038491473,0.6599333,0.933877,0.6615,0.94686747,0.9777833,0.06682415,0.9722,0.09347057,0.9883,0.03603406,0.9817,0.07804446,0.98263335,0.051115554,0.9759,0.081597574,0.98915,0.03232869,0.9835,0.074217945,0.9958,0.011248094,0.9868,0.04917602,0.99621665,0.010259649,0.9866,0.051835183
0.8,0.9998,0.0013228306,0.9896,0.039728973,0.828,0.475009,0.8248,0.4932759,0.98665,0.0395189,0.9786,0.07319898,0.9924667,0.0206422,0.9831,0.06721882,0.9896333,0.029838953,0.9806,0.066245906,0.99338335,0.018912608,0.9852,0.063947126,0.99763334,0.007637656,0.9873,0.04706221,0.99761665,0.0068505565,0.9868,0.04909613
0.85,0.99978334,0.0014252657,0.9895,0.0411999,0.93556666,0.1805916,0.9304,0.20979288,0.9931167,0.019921452,0.9823,0.058972597,0.9960833,0.010259181,0.9855,0.058116652,0.99453336,0.015292721,0.984,0.05559038,0.99663335,0.00970338,0.9862,0.056173507,0.99878335,0.0049145897,0.9878,0.045605727,0.9988,0.004321053,0.9876,0.047286507
0.9,0.99978334,0.0015616887,0.989,0.042920902,0.9859,0.04421841,0.9751,0.084699064,0.9970833,0.008343919,0.9865,0.05023835,0.99865,0.004632248,0.987,0.052011233,0.9978667,0.0067353183,0.9866,0.049246907,0.9987,0.0045303497,0.9868,0.050642073,0.99938333,0.0031562075,0.9881,0.044891134,0.99953336,0.00279153,0.9881,0.04590498
0.95,0.9997333,0.001742792,0.9891,0.044917863,0.99835,0.00741222,0.9858,0.05033727,0.99935,0.003252596,0.9879,0.046684206,0.9995667,0.0024114484,0.9878,0.04826586,0.99941665,0.002957358,0.9882,0.046745475,0.9995667,0.0024097157,0.9877,0.047484003,0.9996333,0.002249644,0.9885,0.04535315,0.9997,0.0020485746,0.9884,0.045685735
1.0,0.9997333,0.0019836724,0.9887,0.047221493,0.9997333,0.0019836726,0.9887,0.04722149,0.9997333,0.0019836698,0.9887,0.04722149,0.9997333,0.0019403734,0.9887,0.046947625,0.9997333,0.0019836754,0.9887,0.047221504,0.99971664,0.0019443613,0.9887,0.04687026,0.9997333,0.0019836756,0.9887,0.04722149,0.9997333,0.001942161,0.9886,0.04681782
