alphas,ensembling_train_accs,ensembling_train_losses,ensembling_test_accs,ensembling_test_losses,naive_train_accs,naive_train_losses,naive_test_accs,naive_test_losses,merging_train_accs,merging_train_losses,merging_test_accs,merging_test_losses,merging_REPAIR_train_accs,merging_REPAIR_train_losses,merging_REPAIR_test_accs,merging_REPAIR_test_losses,partial_merging_1.1_train_accs,partial_merging_1.1_train_losses,partial_merging_1.1_test_accs,partial_merging_1.1_test_losses,partial_merging_REPAIR_1.1_train_accs,partial_merging_REPAIR_1.1_train_losses,partial_merging_REPAIR_1.1_test_accs,partial_merging_REPAIR_1.1_test_losses,partial_merging_1.5_train_accs,partial_merging_1.5_train_losses,partial_merging_1.5_test_accs,partial_merging_1.5_test_losses,partial_merging_REPAIR_1.5_train_accs,partial_merging_REPAIR_1.5_train_losses,partial_merging_REPAIR_1.5_test_accs,partial_merging_REPAIR_1.5_test_losses
0.0,0.9997,0.0021989425,0.9874,0.046854686,0.9997,0.0021989427,0.9874,0.046854682,0.9997,0.0021989427,0.9874,0.04685468,0.9997333,0.0021536322,0.9879,0.046674848,0.9997,0.002198942,0.9874,0.046854615,0.99971664,0.002158425,0.9878,0.046729386,0.9997,0.0021989427,0.9874,0.04685468,0.99971664,0.0021516935,0.9879,0.046641625
0.05,0.9997333,0.001938373,0.9882,0.044383235,0.99801666,0.007770848,0.9859,0.04679896,0.9992333,0.0035141923,0.9869,0.047233235,0.99938333,0.0027123617,0.9874,0.048353728,0.99941665,0.003364289,0.9872,0.046643645,0.99951667,0.0027012194,0.987,0.047893878,0.9995833,0.0025966605,0.9876,0.04547405,0.99965,0.0023795718,0.9875,0.045754146
0.1,0.99975,0.0017366975,0.989,0.042277697,0.9842833,0.0470959,0.9748,0.08043214,0.9975833,0.008525271,0.9864,0.051262252,0.99831665,0.0052105584,0.9871,0.051832464,0.9975833,0.007782785,0.9856,0.050826196,0.99835,0.0050524552,0.9865,0.05123791,0.9992833,0.0036960598,0.9875,0.04554952,0.99936664,0.0032000009,0.9877,0.046257544
0.15,0.9997333,0.0015790635,0.9895,0.040506173,0.92948335,0.19333665,0.9229,0.21502437,0.99228334,0.021207642,0.9837,0.061246395,0.99595,0.011117315,0.9859,0.05769025,0.9932,0.018383145,0.9825,0.060369603,0.99605,0.010615275,0.9852,0.057392254,0.9985,0.005725591,0.9866,0.046869244,0.9985167,0.0048075523,0.988,0.048004154
0.2,0.99975,0.0014550653,0.9899,0.039041515,0.85175,0.4507711,0.8501,0.4514906,0.9834167,0.044933684,0.9768,0.07967871,0.9920833,0.021855662,0.9841,0.067384824,0.98606664,0.037765108,0.9777,0.076417595,0.9927,0.02027793,0.9835,0.06651603,0.9971667,0.008830771,0.9862,0.04890676,0.9972,0.0074402913,0.9878,0.050551772
0.25,0.99976665,0.0013573966,0.9898,0.037859984,0.7367,0.80940306,0.7428,0.79058146,0.9731,0.07748231,0.9686,0.10643289,0.98775,0.037722472,0.9805,0.08009814,0.97636664,0.06693601,0.9691,0.10100405,0.98903334,0.034069426,0.9806,0.078128666,0.9954,0.012810838,0.9853,0.051383037,0.996,0.010998751,0.9873,0.053280592
0.3,0.99978334,0.0012809244,0.9901,0.03694017,0.5812167,1.2701218,0.5869,1.238951,0.9627333,0.113915354,0.9595,0.13785982,0.9831,0.0568857,0.9766,0.0939054,0.96526664,0.10315607,0.959,0.13209197,0.98433334,0.05143465,0.9791,0.090935215,0.9938667,0.01719621,0.9845,0.053856604,0.9942167,0.015087134,0.9866,0.055882566
0.35,0.99978334,0.0012220681,0.9906,0.03626301,0.4092,1.7644308,0.4154,1.727679,0.953,0.14995223,0.9506,0.16904835,0.9787667,0.077317625,0.9729,0.10905741,0.9558833,0.13962093,0.9488,0.16352604,0.9801,0.069717854,0.9749,0.1041529,0.99235,0.021397956,0.9841,0.05631312,0.9931667,0.019253355,0.9857,0.058276437
0.4,0.99976665,0.0011783801,0.9909,0.03581228,0.2576,2.2060046,0.2674,2.1742923,0.9448,0.18046787,0.9422,0.19556876,0.9748333,0.09602507,0.9701,0.122303605,0.9479167,0.16875915,0.9411,0.18864067,0.9767333,0.08558736,0.9727,0.11555554,0.99126667,0.024779962,0.9841,0.058211952,0.9920167,0.022833522,0.9855,0.060388453
0.45000002,0.99976665,0.0011482855,0.9908,0.035575632,0.17033334,2.5275924,0.1757,2.5075083,0.9389833,0.2000193,0.936,0.21257691,0.97218335,0.10875815,0.9674,0.1313799,0.94376665,0.18477681,0.9371,0.20231138,0.9740667,0.09700743,0.9705,0.123870276,0.9908,0.026779171,0.9838,0.05931234,0.9913167,0.025125835,0.9856,0.061859995
