alphas,ensembling_train_accs,ensembling_train_losses,ensembling_test_accs,ensembling_test_losses,naive_train_accs,naive_train_losses,naive_test_accs,naive_test_losses,merging_train_accs,merging_train_losses,merging_test_accs,merging_test_losses,merging_REPAIR_train_accs,merging_REPAIR_train_losses,merging_REPAIR_test_accs,merging_REPAIR_test_losses,partial_merging_1.1_train_accs,partial_merging_1.1_train_losses,partial_merging_1.1_test_accs,partial_merging_1.1_test_losses,partial_merging_REPAIR_1.1_train_accs,partial_merging_REPAIR_1.1_train_losses,partial_merging_REPAIR_1.1_test_accs,partial_merging_REPAIR_1.1_test_losses,partial_merging_1.2_train_accs,partial_merging_1.2_train_losses,partial_merging_1.2_test_accs,partial_merging_1.2_test_losses,partial_merging_REPAIR_1.2_train_accs,partial_merging_REPAIR_1.2_train_losses,partial_merging_REPAIR_1.2_test_accs,partial_merging_REPAIR_1.2_test_losses,partial_merging_1.3_train_accs,partial_merging_1.3_train_losses,partial_merging_1.3_test_accs,partial_merging_1.3_test_losses,partial_merging_REPAIR_1.3_train_accs,partial_merging_REPAIR_1.3_train_losses,partial_merging_REPAIR_1.3_test_accs,partial_merging_REPAIR_1.3_test_losses
0.5,1.0,0.00030434938,0.9511,0.18574725,0.10066,2.324592,0.1004,2.3241765,0.1584,2.4529629,0.1603,2.4508715,0.86858,0.44006944,0.8328,0.6250584,0.14638,2.4731283,0.1459,2.4687636,0.89524,0.34577882,0.8483,0.56305045,0.17636,2.5428433,0.1749,2.5449424,0.92394,0.24433398,0.8717,0.4863843,0.26612,2.6776636,0.2617,2.6761515,0.94176,0.1818641,0.8877,0.43572375
0.55,1.0,0.00030421457,0.9502,0.18678391,0.10394,2.3271527,0.098,2.3270745,0.1188,2.487482,0.1191,2.4859304,0.8849,0.38490036,0.8454,0.589056,0.14704,2.4867108,0.1462,2.4819517,0.9095,0.29769403,0.8577,0.531456,0.18086,2.5415936,0.1797,2.5429492,0.9323,0.21042041,0.878,0.46055937,0.2807,2.644147,0.2784,2.6424932,0.94884,0.15778778,0.893,0.418609
0.6,1.0,0.00030684125,0.95,0.1885809,0.1,2.4039266,0.1,2.4043095,0.10468,2.5859022,0.1052,2.5851283,0.91856,0.26048547,0.8687,0.50242734,0.15822,2.4998343,0.1581,2.4945974,0.93712,0.1959083,0.8774,0.45932186,0.20516,2.5355697,0.2037,2.5360672,0.95388,0.14081979,0.8937,0.40753657,0.31422,2.5563605,0.3154,2.5552046,0.96372,0.10674424,0.9041,0.38272068
0.65,1.0,0.00031232054,0.9499,0.1911215,0.1,2.5722575,0.1,2.5727806,0.1049,2.7254815,0.1052,2.7256384,0.95472,0.13857584,0.8929,0.4139744,0.19652,2.4921658,0.1958,2.4864757,0.96644,0.10122799,0.8989,0.38534838,0.25284,2.4857125,0.2549,2.4857159,0.97484,0.07515627,0.9069,0.3526192,0.37624,2.3392792,0.3741,2.345716,0.98124,0.05724812,0.9149,0.34141016
0.7,1.0,0.0003208382,0.9496,0.19438234,0.10066,2.7759297,0.1,2.7764232,0.12452,2.8051853,0.1232,2.806336,0.98072,0.05885727,0.9119,0.34763265,0.2616,2.3959188,0.2641,2.391228,0.98618,0.041951682,0.9154,0.32877058,0.3402,2.2596922,0.3427,2.268213,0.98936,0.032153275,0.9202,0.30903783,0.48608,1.884359,0.4814,1.9263697,0.99238,0.025166048,0.9241,0.3054027
0.75,1.0,0.000332686,0.9486,0.19833717,0.11652,2.9281383,0.114,2.929325,0.20662,2.6563883,0.2047,2.6598613,0.99402,0.020449657,0.9247,0.29964986,0.39454,2.0295494,0.3976,2.0454552,0.99624,0.014410528,0.9276,0.28992453,0.50578,1.6875334,0.5004,1.7478846,0.99696,0.0113798035,0.9306,0.2772929,0.65104,1.2136158,0.6298,1.3377264,0.99774,0.009452274,0.9316,0.2767483
0.8,1.0,0.0003482782,0.9472,0.20296152,0.16842,2.935877,0.1703,2.939724,0.42082,1.9551919,0.421,1.9988847,0.99872,0.006266587,0.9325,0.2665088,0.61814,1.2689441,0.6018,1.3744633,0.99936,0.004588833,0.9347,0.2625203,0.7196,0.9018035,0.6945,1.0771202,0.99946,0.003831148,0.9375,0.25457352,0.82132,0.5690594,0.7768,0.8025553,0.9995,0.0034731224,0.9365,0.25512266
0.85,1.0,0.0003681804,0.9462,0.20823558,0.38614,2.173137,0.3818,2.219675,0.73632,0.8427213,0.7051,1.0443975,0.99982,0.0020716793,0.9389,0.24593435,0.84402,0.48436755,0.7958,0.7305883,0.99994,0.0017080322,0.9396,0.24462411,0.89932,0.29497904,0.8384,0.5877519,0.99994,0.001483035,0.9415,0.24001683,0.94202,0.16610005,0.8719,0.4759119,0.99994,0.0014237876,0.9427,0.24064638
0.9,1.0,0.0003931399,0.9462,0.21414515,0.81958,0.5599258,0.7723,0.7974253,0.9461,0.14884195,0.8701,0.4762258,0.99998,0.0009056527,0.9415,0.23461351,0.97256,0.07931344,0.8937,0.39210817,0.99998,0.00083956384,0.9428,0.23378743,0.9868,0.040378958,0.9054,0.35097748,1.0,0.000778433,0.9436,0.23166639,0.9934,0.020993035,0.9157,0.31929374,1.0,0.00076357176,0.9439,0.23237765
0.95,1.0,0.000424136,0.9449,0.22068036,0.99556,0.01652832,0.9192,0.2970966,0.99916,0.004411656,0.9289,0.27458274,1.0,0.00056174723,0.944,0.22919069,0.9997,0.0027845325,0.9325,0.26168963,1.0,0.0005547878,0.9443,0.22873397,0.9999,0.0016723279,0.9353,0.25488484,1.0,0.0005403359,0.9446,0.22812964,0.99992,0.0011695628,0.9369,0.24961507,1.0,0.0005378872,0.9444,0.22867395
1.0,1.0,0.000462445,0.9442,0.22783408,1.0,0.00046244892,0.9442,0.22783509,1.0,0.00046251685,0.9442,0.22782247,1.0,0.00045977245,0.9444,0.22791995,1.0,0.00046252366,0.9442,0.2278378,1.0,0.00045792767,0.9442,0.22784041,1.0,0.00046249892,0.9442,0.227833,1.0,0.00046083587,0.9442,0.22795245,1.0,0.00046249747,0.9442,0.22783637,1.0,0.00045839776,0.9442,0.22786558
