alphas,ensembling_train_accs,ensembling_train_losses,ensembling_test_accs,ensembling_test_losses,naive_train_accs,naive_train_losses,naive_test_accs,naive_test_losses,merging_train_accs,merging_train_losses,merging_test_accs,merging_test_losses,merging_REPAIR_train_accs,merging_REPAIR_train_losses,merging_REPAIR_test_accs,merging_REPAIR_test_losses,partial_merging_1.1_train_accs,partial_merging_1.1_train_losses,partial_merging_1.1_test_accs,partial_merging_1.1_test_losses,partial_merging_REPAIR_1.1_train_accs,partial_merging_REPAIR_1.1_train_losses,partial_merging_REPAIR_1.1_test_accs,partial_merging_REPAIR_1.1_test_losses,partial_merging_1.5_train_accs,partial_merging_1.5_train_losses,partial_merging_1.5_test_accs,partial_merging_1.5_test_losses,partial_merging_REPAIR_1.5_train_accs,partial_merging_REPAIR_1.5_train_losses,partial_merging_REPAIR_1.5_test_accs,partial_merging_REPAIR_1.5_test_losses,partial_merging_1.8_train_accs,partial_merging_1.8_train_losses,partial_merging_1.8_test_accs,partial_merging_1.8_test_losses,partial_merging_REPAIR_1.8_train_accs,partial_merging_REPAIR_1.8_train_losses,partial_merging_REPAIR_1.8_test_accs,partial_merging_REPAIR_1.8_test_losses,partial_merging_2.0_train_accs,partial_merging_2.0_train_losses,partial_merging_2.0_test_accs,partial_merging_2.0_test_losses,partial_merging_REPAIR_2.0_train_accs,partial_merging_REPAIR_2.0_train_losses,partial_merging_REPAIR_2.0_test_accs,partial_merging_REPAIR_2.0_test_losses
0.0,0.99432,0.018441582,0.8887,0.49153766,0.99432,0.018441621,0.8887,0.49154228,0.99432,0.018441621,0.8887,0.49154228,0.99426,0.018377177,0.8887,0.49257222,0.99432,0.018441599,0.8887,0.49154228,0.9943,0.018415041,0.8889,0.49202368,0.99432,0.018441193,0.8887,0.4915341,0.99438,0.018394666,0.8888,0.49232185,0.99432,0.018442517,0.8888,0.49158037,0.99438,0.018444644,0.8888,0.49232048,0.99432,0.018441556,0.8887,0.49154243,0.99438,0.018391997,0.8887,0.49233502
0.05,0.99548,0.015738504,0.8915,0.47384548,0.98886,0.046758186,0.8802,0.39468443,0.9928,0.030410634,0.8854,0.41814664,0.99296,0.022414131,0.8883,0.481599,0.99326,0.027582947,0.8868,0.42589957,0.9932,0.02187315,0.8869,0.4846862,0.99352,0.022126885,0.8884,0.4565457,0.99378,0.020167517,0.8882,0.48086175,0.99452,0.018648315,0.8889,0.47049686,0.99462,0.017914586,0.8897,0.4774796,0.99552,0.01573702,0.8916,0.47385257,0.9955,0.015734335,0.8917,0.47481173
0.1,0.99638,0.013564596,0.8938,0.4581297,0.94936,0.17502348,0.8523,0.440421,0.98168,0.06781091,0.8757,0.39536744,0.98904,0.032397218,0.8839,0.48152184,0.9862,0.053318646,0.8784,0.39584088,0.99008,0.030489368,0.8847,0.485632,0.9913,0.03014346,0.888,0.43400675,0.99232,0.024534492,0.888,0.476939,0.99434,0.019943928,0.8889,0.453865,0.99446,0.018521102,0.8905,0.4652952,0.99638,0.013565614,0.8938,0.4581242,0.99634,0.013545136,0.8939,0.45876163
0.15,0.99714,0.011829462,0.8962,0.44432664,0.83256,0.5151347,0.76,0.69926983,0.95272,0.14564103,0.8599,0.41978323,0.98128,0.052998573,0.8795,0.4950289,0.96956,0.10455659,0.8702,0.3973862,0.98396,0.047369093,0.8791,0.49875844,0.98704,0.043284103,0.8853,0.4212585,0.98952,0.032341883,0.8868,0.478442,0.99378,0.022157788,0.8884,0.44034544,0.99416,0.02012159,0.8914,0.4585177,0.99714,0.011829734,0.8961,0.44431767,0.99714,0.0118229585,0.8956,0.4450247
0.2,0.99752,0.010456234,0.8973,0.4323887,0.61616,1.1042931,0.5786,1.2094978,0.90702,0.27002233,0.8299,0.4915292,0.96678,0.09088056,0.8714,0.5234457,0.9395,0.18628198,0.8538,0.43106738,0.97246,0.077483036,0.8716,0.5224504,0.98044,0.06196204,0.8824,0.4157427,0.98478,0.04437296,0.8855,0.4839893,0.99276,0.025079526,0.8895,0.42979956,0.99332,0.022554161,0.8912,0.4541521,0.99752,0.010455288,0.8973,0.43238577,0.99752,0.010428011,0.8973,0.4335454
0.25,0.99806,0.009382083,0.8987,0.42228684,0.35162,1.7306209,0.3377,1.7800983,0.84596,0.43428603,0.7842,0.607066,0.94646,0.150882,0.8622,0.56642276,0.90054,0.29610553,0.8311,0.49642107,0.95502,0.12472373,0.865,0.55548406,0.97152,0.08524372,0.8779,0.4150545,0.97812,0.06092317,0.8825,0.49458602,0.9914,0.02851296,0.8912,0.4212817,0.99222,0.025517343,0.8913,0.45121196,0.99806,0.009381614,0.8986,0.4222953,0.99808,0.009358886,0.8988,0.42260167
0.3,0.99822,0.008557706,0.8997,0.4140087,0.17862,2.136632,0.1742,2.157125,0.77412,0.6197761,0.7273,0.7513031,0.9206,0.23534292,0.8481,0.62352604,0.85506,0.42453593,0.7981,0.58540213,0.93444,0.19008777,0.8555,0.59840417,0.96182,0.11093195,0.8737,0.41811997,0.9707,0.0808776,0.8795,0.50836647,0.99026,0.032134566,0.8921,0.41518486,0.99064,0.0288401,0.8914,0.45135778,0.99822,0.008557962,0.8997,0.41400337,0.9982,0.008515855,0.8996,0.41498685
0.35,0.99844,0.007945859,0.9017,0.40755424,0.11576,2.3162143,0.1168,2.3240578,0.70274,0.7990128,0.6722,0.89895576,0.89362,0.3336526,0.831,0.68931615,0.80772,0.5550957,0.7618,0.68391496,0.91262,0.2662607,0.8413,0.64656657,0.95164,0.13588634,0.8689,0.42328367,0.96348,0.10149269,0.877,0.5215253,0.98918,0.035562947,0.8921,0.41078892,0.9891,0.031980697,0.8928,0.4515208,0.99844,0.00794676,0.9017,0.40755224,0.99842,0.007923086,0.9017,0.40812647
0.4,0.99866,0.0075197644,0.9023,0.40293297,0.10032,2.3694065,0.1001,2.3723402,0.64532,0.94355935,0.6202,1.0224978,0.8705,0.43100962,0.816,0.75432354,0.76712,0.66766447,0.7289,0.77321345,0.89448,0.34055126,0.832,0.6927067,0.94388,0.15658657,0.8625,0.42808092,0.95758,0.11830762,0.8737,0.5327178,0.98772,0.038309414,0.8908,0.40765405,0.98802,0.034546398,0.8914,0.45184645,0.99866,0.0075185336,0.9023,0.40292975,0.99862,0.007495667,0.9022,0.40369004
0.45000002,0.99872,0.007261753,0.9026,0.40015998,0.1,2.373018,0.1,2.3741496,0.61286,1.0319353,0.5913,1.098979,0.85434,0.5037636,0.8068,0.8013179,0.74124,0.7428361,0.707,0.8346576,0.88092,0.39563572,0.8269,0.7285113,0.93902,0.17025797,0.8618,0.43089947,0.95508,0.12824993,0.8735,0.53913593,0.98722,0.039976466,0.8907,0.40584576,0.98768,0.03584538,0.8906,0.45328587,0.99874,0.00726216,0.9026,0.40014166,0.99874,0.007248864,0.9023,0.40047383
0.5,0.99878,0.0071620643,0.9029,0.39924866,0.1,2.3690455,0.1,2.3694794,0.6094,1.050465,0.5867,1.1136836,0.84946,0.52801174,0.8056,0.819765,0.73492,0.76657563,0.7023,0.8536999,0.8767,0.41862476,0.8244,0.74149597,0.93738,0.17495055,0.8608,0.4310055,0.9544,0.12949695,0.8734,0.5428572,0.98722,0.040395875,0.8911,0.40483907,0.98744,0.035937905,0.8909,0.45442176,0.99878,0.0071620336,0.9029,0.39924926,0.9988,0.0071233977,0.903,0.40019166
0.55,0.99874,0.0072181034,0.9024,0.4002112,0.1,2.3632164,0.1,2.3636878,0.63618,0.9966147,0.6109,1.063523,0.85538,0.49767196,0.81,0.79810673,0.75066,0.73407954,0.7168,0.8247292,0.88112,0.39867774,0.8254,0.72842413,0.9395,0.17007573,0.862,0.42865017,0.9565,0.12207713,0.8738,0.54040843,0.98758,0.039551426,0.8911,0.40524247,0.98804,0.034848846,0.8914,0.4553981,0.99874,0.0072183344,0.9025,0.40021604,0.99872,0.0071904403,0.9025,0.40101138
0.6,0.99872,0.007434293,0.9023,0.40306288,0.10016,2.3440983,0.1001,2.3458223,0.68936,0.878107,0.6602,0.95676625,0.87346,0.42340404,0.8208,0.74879473,0.78404,0.65101516,0.7442,0.75318795,0.89446,0.34453923,0.8299,0.6939448,0.9438,0.15633939,0.8629,0.4235919,0.96122,0.10746271,0.8756,0.53309053,0.98842,0.037660595,0.892,0.4069655,0.9894,0.032773253,0.8925,0.4562901,0.99872,0.007433723,0.9023,0.4030515,0.99874,0.0074241157,0.9024,0.40328828
