alphas,ensembling_train_accs,ensembling_train_losses,ensembling_test_accs,ensembling_test_losses,naive_train_accs,naive_train_losses,naive_test_accs,naive_test_losses,merging_train_accs,merging_train_losses,merging_test_accs,merging_test_losses,merging_REPAIR_train_accs,merging_REPAIR_train_losses,merging_REPAIR_test_accs,merging_REPAIR_test_losses,partial_merging_1.1_train_accs,partial_merging_1.1_train_losses,partial_merging_1.1_test_accs,partial_merging_1.1_test_losses,partial_merging_REPAIR_1.1_train_accs,partial_merging_REPAIR_1.1_train_losses,partial_merging_REPAIR_1.1_test_accs,partial_merging_REPAIR_1.1_test_losses,partial_merging_1.5_train_accs,partial_merging_1.5_train_losses,partial_merging_1.5_test_accs,partial_merging_1.5_test_losses,partial_merging_REPAIR_1.5_train_accs,partial_merging_REPAIR_1.5_train_losses,partial_merging_REPAIR_1.5_test_accs,partial_merging_REPAIR_1.5_test_losses
0.0,0.9999833,0.00041781395,0.9902,0.031082029,0.9999833,0.00041781386,0.9902,0.031082029,0.9999833,0.00041781386,0.9902,0.031082029,0.9999833,0.0004168295,0.9899,0.031220969,0.9999833,0.00041794273,0.9902,0.03109031,0.9999833,0.0004171821,0.9901,0.03115411,0.9999833,0.00041787932,0.9902,0.031092413,0.9999833,0.00041677075,0.9902,0.031195674
0.05,0.9999833,0.00039185208,0.9902,0.030380601,0.99995,0.001590902,0.9893,0.032511093,0.9999833,0.000596195,0.9897,0.031009262,0.9999833,0.00047344642,0.9896,0.031558514,0.9999833,0.0005556438,0.9901,0.03064418,0.9999667,0.00046493844,0.9897,0.031143703,0.9999833,0.0004616349,0.9901,0.030480808,0.9999833,0.00042951733,0.99,0.030842561
0.1,0.9999833,0.0003703236,0.9906,0.02976199,0.9974,0.010190941,0.9848,0.046259075,0.9999667,0.0010713604,0.9896,0.032298695,0.9999833,0.000641512,0.9898,0.03235056,0.9999667,0.0008853025,0.9897,0.031157678,0.9999667,0.00060954434,0.9897,0.031726483,0.9999667,0.0005436669,0.9899,0.03028621,0.9999667,0.00047290677,0.9899,0.030751674
0.15,0.9999833,0.00035245306,0.9907,0.029225055,0.9834,0.050031357,0.9719,0.08922747,0.99978334,0.0021897082,0.989,0.034987453,0.9999167,0.0010141971,0.9901,0.033947363,0.99985,0.0015713118,0.9902,0.032512728,0.99993336,0.00091134344,0.9899,0.032666396,0.9999667,0.0006684055,0.9902,0.030387323,0.9999667,0.0005509157,0.9902,0.030954849
0.2,0.9999833,0.00033765458,0.9906,0.028769815,0.91816664,0.19628665,0.9095,0.23136453,0.9989667,0.0044192015,0.988,0.03866901,0.9996333,0.0017494214,0.9897,0.03592778,0.99946666,0.0028213854,0.9896,0.03450456,0.99971664,0.001439212,0.9897,0.03398181,0.9999667,0.00083670736,0.9902,0.030715363,0.9999667,0.00065548567,0.99,0.031154651
0.25,0.9999833,0.00032548318,0.9908,0.028397148,0.80773336,0.5231038,0.8048,0.54764307,0.9974667,0.007974034,0.987,0.04334558,0.99903333,0.0029774422,0.9894,0.03820092,0.9986167,0.0047351434,0.9885,0.03707495,0.9993333,0.0022853666,0.9897,0.03551296,0.99993336,0.0010445537,0.9904,0.031242833,0.99993336,0.00078835705,0.9901,0.031650685
0.3,0.9999833,0.0003156023,0.9909,0.028108265,0.7082833,0.97591794,0.7148,0.98182535,0.99553335,0.012613331,0.9857,0.04856295,0.99841666,0.0047235517,0.9886,0.040903132,0.99738336,0.007229926,0.9873,0.039895818,0.9989,0.003398038,0.9896,0.037018806,0.99988335,0.0012845587,0.9907,0.03181122,0.99985,0.0009416189,0.9907,0.03211772
0.35,0.9999833,0.00030775837,0.9912,0.02790415,0.5843,1.4957335,0.5862,1.4804891,0.99361664,0.017663121,0.984,0.05372579,0.99756664,0.0066476637,0.988,0.043386266,0.99653333,0.009949265,0.9864,0.042597305,0.99841666,0.0046408135,0.9896,0.0383819,0.99981666,0.0015312483,0.9908,0.03234057,0.99983335,0.0011041838,0.9908,0.032646894
0.4,0.9999833,0.00030176507,0.9911,0.027785083,0.45241666,2.0057044,0.462,1.9745278,0.99215,0.02223446,0.9815,0.058096338,0.9969,0.008458576,0.9877,0.045288634,0.9957333,0.012415569,0.9856,0.044759944,0.998,0.0057556597,0.9889,0.039174598,0.99976665,0.0017511449,0.9906,0.03260186,0.9997333,0.001256151,0.9909,0.032889027
0.45000002,0.9999833,0.0002974925,0.9913,0.027750459,0.36046666,2.3871946,0.3719,2.3451037,0.99105,0.02548403,0.981,0.061086364,0.9963833,0.009691249,0.9873,0.04615858,0.99516666,0.014195392,0.9852,0.04626675,0.99763334,0.0065244045,0.9887,0.03967549,0.9996333,0.0019066666,0.9902,0.032752935,0.9997333,0.0013574933,0.9907,0.032964386
0.5,0.9999833,0.00029485844,0.9913,0.027798846,0.3292,2.5363297,0.3438,2.4916577,0.9905,0.026774503,0.9804,0.062506445,0.99623334,0.01014955,0.987,0.04661551,0.99486667,0.014906965,0.9857,0.046954725,0.9975333,0.0068054176,0.989,0.039824203,0.9996,0.0019663025,0.99,0.03279828,0.9997333,0.0013934503,0.9908,0.03288382
0.55,1.0,0.00029382363,0.9911,0.027928278,0.35685,2.4098177,0.3693,2.3698258,0.99105,0.025725732,0.9809,0.0617812,0.99645,0.009658068,0.9872,0.046092454,0.995,0.014407586,0.9857,0.046522677,0.99768335,0.0065297177,0.9886,0.039323002,0.9996333,0.0019138927,0.9899,0.032673474,0.9997333,0.0013551856,0.9906,0.03279319
0.6,1.0,0.0002943924,0.9909,0.028136766,0.4379,2.0406647,0.4524,2.0129418,0.9921,0.022650173,0.9816,0.05903705,0.9968333,0.008421873,0.9873,0.04478818,0.99548334,0.012798289,0.9863,0.045080606,0.99795,0.0057791267,0.9888,0.038514864,0.9997333,0.0017640449,0.9902,0.03240666,0.99975,0.0012566189,0.9905,0.03258724
