alphas,ensembling_train_accs,ensembling_train_losses,ensembling_test_accs,ensembling_test_losses,naive_train_accs,naive_train_losses,naive_test_accs,naive_test_losses,merging_train_accs,merging_train_losses,merging_test_accs,merging_test_losses,merging_REPAIR_train_accs,merging_REPAIR_train_losses,merging_REPAIR_test_accs,merging_REPAIR_test_losses,partial_merging_1.1_train_accs,partial_merging_1.1_train_losses,partial_merging_1.1_test_accs,partial_merging_1.1_test_losses,partial_merging_REPAIR_1.1_train_accs,partial_merging_REPAIR_1.1_train_losses,partial_merging_REPAIR_1.1_test_accs,partial_merging_REPAIR_1.1_test_losses,partial_merging_1.5_train_accs,partial_merging_1.5_train_losses,partial_merging_1.5_test_accs,partial_merging_1.5_test_losses,partial_merging_REPAIR_1.5_train_accs,partial_merging_REPAIR_1.5_train_losses,partial_merging_REPAIR_1.5_test_accs,partial_merging_REPAIR_1.5_test_losses
0.0,1.0,0.00010728368,0.9915,0.026607241,1.0,0.00010728369,0.9915,0.026607243,1.0,0.00010728369,0.9915,0.026607243,1.0,0.0001078535,0.9915,0.026775073,1.0,0.000107262,0.9915,0.026621306,1.0,0.0001080929,0.9916,0.026790766,1.0,0.00010735031,0.9915,0.026604967,1.0,0.00010781699,0.9914,0.026739668
0.05,1.0,0.00010360974,0.9915,0.026492447,1.0,0.00049421587,0.9907,0.02808897,1.0,0.00016408873,0.9913,0.02648248,1.0,0.00012264925,0.9917,0.026844908,1.0,0.00015548938,0.9912,0.026493743,1.0,0.00012035815,0.9916,0.026819227,1.0,0.0001279146,0.9916,0.026491653,1.0,0.000112893955,0.9917,0.026754742
0.1,1.0,0.00010046829,0.9913,0.02640203,0.99936664,0.004290056,0.9882,0.037592877,0.9999833,0.00029707715,0.9914,0.02711727,1.0,0.00015823379,0.9919,0.027283683,1.0,0.00026093918,0.9915,0.027024113,1.0,0.0001489747,0.9917,0.02706045,1.0,0.00015943949,0.9914,0.026615111,1.0,0.00012319312,0.9915,0.026858738
0.15,1.0,9.7803226e-05,0.9912,0.026336163,0.9898667,0.030237868,0.9777,0.06965839,0.9999833,0.0006096228,0.9909,0.028386792,0.9999833,0.00022959226,0.9922,0.02805385,0.9999833,0.00048678517,0.9912,0.028099693,1.0,0.00020309436,0.9917,0.027659865,1.0,0.00020423855,0.9915,0.026951881,1.0,0.00013972007,0.9921,0.027019694
0.2,1.0,9.556937e-05,0.9913,0.02629508,0.9376,0.15055911,0.9289,0.19120416,0.99981666,0.0013099262,0.9908,0.030163193,0.9999833,0.00036227502,0.992,0.029100746,0.9999167,0.00095394475,0.9906,0.029597072,0.9999833,0.00029781478,0.9919,0.028466774,0.9999833,0.0002638228,0.9918,0.027401121,0.9999833,0.00016142505,0.9921,0.027459914
0.25,1.0,9.3729475e-05,0.9912,0.026279047,0.82535,0.46594122,0.8181,0.50238377,0.99938333,0.0025876458,0.9903,0.03229462,0.9999,0.0006011804,0.9916,0.030125946,0.99971664,0.0017791213,0.9901,0.03134087,0.99995,0.0004537644,0.9917,0.029338745,0.9999833,0.00033896812,0.9917,0.027926333,0.9999833,0.0001889086,0.9923,0.027796838
0.3,1.0,9.225418e-05,0.9912,0.02628836,0.72205,0.94837433,0.7174,0.977628,0.9988,0.0044371514,0.99,0.03467372,0.99983335,0.00095230754,0.9914,0.031460132,0.9992333,0.002968027,0.9891,0.033327065,0.99988335,0.0006795833,0.9915,0.030469371,0.9999833,0.00042555487,0.9913,0.028484995,0.9999833,0.000220046,0.9926,0.028299943
0.35,1.0,9.1119626e-05,0.9914,0.026323313,0.5791,1.5436704,0.5872,1.5595167,0.9981,0.006615392,0.9886,0.03710881,0.9996333,0.0014166232,0.9911,0.03273083,0.99873334,0.0043661622,0.9894,0.03532588,0.99978334,0.00097147387,0.9914,0.031430364,0.9999833,0.00051535555,0.991,0.029029787,0.9999833,0.0002528889,0.9922,0.028702956
0.4,1.0,9.03089e-05,0.9914,0.026384208,0.42811668,2.1635106,0.4387,2.16438,0.99726665,0.008684112,0.9883,0.039303664,0.99941665,0.0018918496,0.9909,0.03372095,0.99831665,0.005690218,0.989,0.037138082,0.9996333,0.001253798,0.9913,0.032282803,0.9999833,0.0005951926,0.9909,0.029496182,0.9999833,0.00027941677,0.992,0.029051464
0.45000002,1.0,8.980868e-05,0.9914,0.026471343,0.32265,2.6450899,0.332,2.635429,0.99685,0.010107912,0.9878,0.040899806,0.9993167,0.0022462998,0.9907,0.034582715,0.99805,0.006627331,0.9881,0.038460046,0.99953336,0.0014701174,0.9913,0.033106465,0.9999833,0.000650257,0.991,0.029863987,0.9999833,0.00029771432,0.9922,0.029482419
