alphas,ensembling_train_accs,ensembling_train_losses,ensembling_test_accs,ensembling_test_losses,naive_train_accs,naive_train_losses,naive_test_accs,naive_test_losses,merging_train_accs,merging_train_losses,merging_test_accs,merging_test_losses,merging_REPAIR_train_accs,merging_REPAIR_train_losses,merging_REPAIR_test_accs,merging_REPAIR_test_losses,partial_merging_1.1_train_accs,partial_merging_1.1_train_losses,partial_merging_1.1_test_accs,partial_merging_1.1_test_losses,partial_merging_REPAIR_1.1_train_accs,partial_merging_REPAIR_1.1_train_losses,partial_merging_REPAIR_1.1_test_accs,partial_merging_REPAIR_1.1_test_losses,partial_merging_1.5_train_accs,partial_merging_1.5_train_losses,partial_merging_1.5_test_accs,partial_merging_1.5_test_losses,partial_merging_REPAIR_1.5_train_accs,partial_merging_REPAIR_1.5_train_losses,partial_merging_REPAIR_1.5_test_accs,partial_merging_REPAIR_1.5_test_losses
0.5,1.0,1.6925078e-05,0.993,0.029470306,0.09751666,3.977167,0.0974,3.966326,0.97281665,0.084889226,0.9658,0.11925122,0.9974167,0.006856241,0.9892,0.049872886,0.98336667,0.049363695,0.9746,0.08707453,0.9985333,0.0041418513,0.9906,0.045738034,0.9994,0.0021666354,0.9895,0.038319573,0.9999,0.00026890534,0.9921,0.035666518
0.55,1.0,1.6987009e-05,0.993,0.029616717,0.09751666,3.8997605,0.0974,3.893411,0.9743,0.07970838,0.9672,0.114550665,0.99756664,0.0062725577,0.9895,0.049251463,0.9842,0.046266,0.976,0.084480576,0.99866664,0.0038235819,0.9908,0.045765676,0.99945,0.002020606,0.9895,0.038102813,0.9999,0.000258502,0.9921,0.035869647
0.6,1.0,1.7142424e-05,0.9932,0.029799378,0.09751666,3.6668782,0.0974,3.6646037,0.9780333,0.066386156,0.9706,0.10266604,0.9982333,0.0048206374,0.9902,0.047653854,0.98653334,0.038328808,0.9783,0.07756487,0.9989833,0.002994414,0.9911,0.044585165,0.99965,0.0016617218,0.9897,0.037364587,0.99993336,0.00022043982,0.9922,0.03575048
0.65,1.0,1.7392942e-05,0.9928,0.030018102,0.10325,3.1891875,0.1035,3.1900353,0.98333335,0.04840303,0.9748,0.08667968,0.9988667,0.0030870487,0.9909,0.04549006,0.99023336,0.027699258,0.9816,0.068082474,0.99936664,0.0019927877,0.9913,0.04271726,0.9997333,0.0011982707,0.9901,0.036152657,0.9999667,0.00017110197,0.9923,0.03537109
0.7,1.0,1.7742492e-05,0.9929,0.030272907,0.25348333,2.409021,0.2568,2.415371,0.9891833,0.030136421,0.9804,0.07017466,0.99951667,0.001618476,0.991,0.042818435,0.99368334,0.017061062,0.9842,0.05794475,0.9996,0.0010948834,0.9915,0.040827926,0.99988335,0.000753322,0.9908,0.034726243,0.9999833,0.00012512517,0.9924,0.03488227
0.75,1.0,1.8198425e-05,0.9929,0.03056403,0.54716665,1.5068762,0.5537,1.5293826,0.99431664,0.015336412,0.9854,0.055913642,0.99983335,0.00069590844,0.9918,0.040176276,0.99685,0.00861331,0.987,0.04860704,0.99986666,0.0004991316,0.9921,0.038716245,0.9999167,0.000412344,0.9912,0.033280306,1.0,8.640249e-05,0.9925,0.034251105
0.8,1.0,1.877057e-05,0.9929,0.030891985,0.75935,0.74735045,0.7537,0.78778785,0.9981833,0.005971062,0.9881,0.045063082,0.99995,0.00026008658,0.9921,0.03777169,0.999,0.0033340426,0.9891,0.040907156,0.9999667,0.00020581021,0.9924,0.036748633,0.9999833,0.00020222331,0.9919,0.032020878,1.0,5.99566e-05,0.9927,0.033847686
0.85,1.0,1.9472924e-05,0.993,0.03125757,0.91676664,0.19192378,0.9076,0.23884231,0.9995667,0.0016020337,0.9906,0.037448518,0.9999833,0.00010308388,0.9923,0.035779644,0.99985,0.0009130228,0.9909,0.03529868,1.0,8.743993e-05,0.9927,0.035051916,1.0,9.836413e-05,0.9927,0.031164315,1.0,4.209157e-05,0.9928,0.033351816
0.9,1.0,2.0324173e-05,0.993,0.031661917,0.99488336,0.015979983,0.9826,0.05821097,1.0,0.00027591165,0.9915,0.032738835,1.0,4.795012e-05,0.9926,0.03428146,1.0,0.00018548762,0.9919,0.03188103,1.0,4.3931363e-05,0.9928,0.033927105,1.0,5.2103158e-05,0.9929,0.030880066,1.0,3.086161e-05,0.9929,0.033076428
0.95,1.0,2.1349408e-05,0.9929,0.032106455,0.9999833,0.00052046194,0.991,0.03203322,1.0,5.570425e-05,0.9928,0.031004163,1.0,2.892171e-05,0.9929,0.033374462,1.0,4.8655533e-05,0.993,0.030904006,1.0,2.7875785e-05,0.9929,0.033108152,1.0,3.147216e-05,0.9927,0.03133503,1.0,2.5161966e-05,0.993,0.032992225
1.0,1.0,2.2581446e-05,0.9928,0.032592814,1.0,2.2581442e-05,0.9928,0.032592814,1.0,2.2573686e-05,0.9928,0.032584354,1.0,2.2632445e-05,0.9926,0.03312612,1.0,2.2609665e-05,0.9928,0.0325901,1.0,2.279785e-05,0.9929,0.032979347,1.0,2.2571849e-05,0.9928,0.032588337,1.0,2.2610651e-05,0.9926,0.03302767
