alphas,ensembling_train_accs,ensembling_train_losses,ensembling_test_accs,ensembling_test_losses,naive_train_accs,naive_train_losses,naive_test_accs,naive_test_losses,merging_train_accs,merging_train_losses,merging_test_accs,merging_test_losses,merging_REPAIR_train_accs,merging_REPAIR_train_losses,merging_REPAIR_test_accs,merging_REPAIR_test_losses,partial_merging_1.1_train_accs,partial_merging_1.1_train_losses,partial_merging_1.1_test_accs,partial_merging_1.1_test_losses,partial_merging_REPAIR_1.1_train_accs,partial_merging_REPAIR_1.1_train_losses,partial_merging_REPAIR_1.1_test_accs,partial_merging_REPAIR_1.1_test_losses,partial_merging_1.5_train_accs,partial_merging_1.5_train_losses,partial_merging_1.5_test_accs,partial_merging_1.5_test_losses,partial_merging_REPAIR_1.5_train_accs,partial_merging_REPAIR_1.5_train_losses,partial_merging_REPAIR_1.5_test_accs,partial_merging_REPAIR_1.5_test_losses,partial_merging_1.8_train_accs,partial_merging_1.8_train_losses,partial_merging_1.8_test_accs,partial_merging_1.8_test_losses,partial_merging_REPAIR_1.8_train_accs,partial_merging_REPAIR_1.8_train_losses,partial_merging_REPAIR_1.8_test_accs,partial_merging_REPAIR_1.8_test_losses,partial_merging_2.0_train_accs,partial_merging_2.0_train_losses,partial_merging_2.0_test_accs,partial_merging_2.0_test_losses,partial_merging_REPAIR_2.0_train_accs,partial_merging_REPAIR_2.0_train_losses,partial_merging_REPAIR_2.0_test_accs,partial_merging_REPAIR_2.0_test_losses
0.0,0.997,0.009215424,0.8994,0.52361757,0.997,0.0092154965,0.8994,0.52361995,0.997,0.0092154965,0.8994,0.52361995,0.99694,0.009230117,0.8993,0.52404934,0.99698,0.009217204,0.8994,0.52358055,0.997,0.009210232,0.8993,0.5238591,0.997,0.009216347,0.8993,0.5235815,0.997,0.00920145,0.8995,0.52458787,0.997,0.009215456,0.8994,0.5235623,0.99702,0.009193218,0.8992,0.52448493,0.997,0.009216233,0.8993,0.52358204,0.99696,0.009218646,0.8994,0.5242053
0.05,0.99782,0.00725781,0.9027,0.50132763,0.99012,0.033443954,0.8909,0.40260214,0.99514,0.018149283,0.8959,0.431523,0.99628,0.011250073,0.8983,0.5096525,0.9946,0.017736925,0.8976,0.44050732,0.99636,0.01131428,0.8993,0.5076255,0.99622,0.0127793895,0.8993,0.4786292,0.99658,0.010634794,0.8991,0.49718165,0.9971,0.00952754,0.9022,0.49768627,0.9968,0.010395258,0.899,0.48702613,0.99782,0.007259594,0.9027,0.50133866,0.99708,0.009953998,0.8995,0.48124784
0.1,0.99834,0.005739122,0.9055,0.48128018,0.9414,0.1682658,0.8544,0.44637045,0.98342,0.051656958,0.8878,0.39907494,0.99438,0.017425524,0.8964,0.50526965,0.9839,0.048556942,0.8884,0.4122346,0.99402,0.017510053,0.898,0.50114095,0.9929,0.022241255,0.8973,0.4536684,0.99502,0.015095236,0.897,0.48124114,0.9965,0.011037785,0.9027,0.4781664,0.99622,0.013376397,0.8983,0.45762038,0.99832,0.005738934,0.9055,0.48127726,0.99722,0.010766326,0.9003,0.4411989
0.15,0.99894,0.0045751263,0.9089,0.46347833,0.80802,0.5552224,0.7536,0.7346377,0.95366,0.13205151,0.8698,0.4210288,0.98936,0.031239234,0.895,0.5141468,0.95628,0.121045254,0.8717,0.43410304,0.98936,0.03136896,0.8948,0.5093597,0.98558,0.041134067,0.8907,0.4452032,0.99132,0.025800342,0.8932,0.47899976,0.9955,0.013808494,0.9023,0.4645957,0.99434,0.019703988,0.8951,0.43830118,0.99892,0.0045753825,0.909,0.46352306,0.99742,0.011603802,0.9013,0.40424895
0.2,0.9993,0.0036955117,0.9115,0.44789258,0.53836,1.2747657,0.5175,1.36564,0.90546,0.27545145,0.8363,0.50392807,0.97898,0.059241,0.8888,0.5375457,0.91234,0.24678215,0.8405,0.50697523,0.97926,0.05921348,0.8885,0.52981836,0.97428,0.071825825,0.8822,0.4505327,0.98242,0.04912915,0.8872,0.4904767,0.9938,0.017816558,0.9016,0.45543504,0.98958,0.032947317,0.8907,0.42992604,0.9993,0.0036948523,0.9115,0.44793037,0.99774,0.012449961,0.9033,0.3704531
0.25,0.9994,0.0030371961,0.913,0.43443123,0.21754,2.0335965,0.2136,2.0704792,0.83592,0.48379946,0.7849,0.65279776,0.96374,0.108013466,0.8805,0.5736988,0.85206,0.42396793,0.8017,0.6295703,0.9634,0.10771547,0.8809,0.56674296,0.95872,0.1139959,0.8738,0.4661771,0.96736,0.09278853,0.8757,0.5183309,0.9921,0.022729322,0.9003,0.44934976,0.98054,0.058743868,0.8835,0.43561366,0.9994,0.0030380762,0.9128,0.4344245,0.99832,0.013160013,0.9056,0.34045905
0.3,0.99954,0.0025458867,0.914,0.4230004,0.1104,2.451376,0.1084,2.464121,0.75108,0.74047965,0.7206,0.8603091,0.94424,0.17935422,0.8721,0.6227908,0.78224,0.6354167,0.7452,0.79282033,0.94402,0.17865983,0.8706,0.6152415,0.94058,0.16321974,0.8621,0.4890958,0.94586,0.16494194,0.8627,0.566232,0.9896,0.027933909,0.8989,0.44516164,0.96432,0.104567096,0.8718,0.45602316,0.99954,0.0025452105,0.914,0.42301464,0.99888,0.013854805,0.9094,0.3140959
0.35,0.99962,0.0021793707,0.9141,0.41355294,0.10002,2.5682802,0.1,2.5718942,0.66364,1.0091746,0.6399,1.0936136,0.9245,0.26759034,0.8608,0.68282765,0.71128,0.8520162,0.6842,0.9739118,0.923,0.26573315,0.8597,0.67153674,0.92388,0.21264921,0.8495,0.5138513,0.91826,0.26166326,0.8488,0.6294339,0.98782,0.03268256,0.8992,0.44197214,0.93796,0.17897311,0.8571,0.49800977,0.99962,0.0021790862,0.9141,0.4135676,0.9993,0.014346536,0.9123,0.29231232
0.4,0.99968,0.0019068037,0.9145,0.40606937,0.1,2.5580099,0.1,2.5588837,0.58486,1.2410719,0.5631,1.3030969,0.9053,0.35338974,0.8513,0.7364812,0.65122,1.036295,0.6283,1.1347276,0.9056,0.3484836,0.8499,0.72450364,0.90898,0.25459823,0.8413,0.535857,0.89426,0.36197728,0.8342,0.6952611,0.98652,0.03617812,0.8998,0.43877372,0.90892,0.2713676,0.8438,0.5550005,0.99968,0.00190674,0.9145,0.40605736,0.99954,0.014460128,0.914,0.2756058
0.45000002,0.9997,0.0017063959,0.9167,0.400529,0.1,2.5195096,0.1,2.5197108,0.52844,1.3942959,0.5085,1.4439814,0.89322,0.41165558,0.8456,0.7710673,0.61288,1.1535083,0.5891,1.2378379,0.89346,0.4032366,0.8436,0.7567697,0.89982,0.28178892,0.8349,0.54966164,0.87842,0.42783028,0.8243,0.740716,0.9858,0.03776999,0.9005,0.43492818,0.8894,0.34004655,0.8278,0.60073036,0.99972,0.0017066305,0.9166,0.40054137,0.99964,0.014226819,0.9156,0.26391754
