alphas,ensembling_train_accs,ensembling_train_losses,ensembling_test_accs,ensembling_test_losses,naive_train_accs,naive_train_losses,naive_test_accs,naive_test_losses,merging_train_accs,merging_train_losses,merging_test_accs,merging_test_losses,merging_REPAIR_train_accs,merging_REPAIR_train_losses,merging_REPAIR_test_accs,merging_REPAIR_test_losses,partial_merging_1.1_train_accs,partial_merging_1.1_train_losses,partial_merging_1.1_test_accs,partial_merging_1.1_test_losses,partial_merging_REPAIR_1.1_train_accs,partial_merging_REPAIR_1.1_train_losses,partial_merging_REPAIR_1.1_test_accs,partial_merging_REPAIR_1.1_test_losses,partial_merging_1.5_train_accs,partial_merging_1.5_train_losses,partial_merging_1.5_test_accs,partial_merging_1.5_test_losses,partial_merging_REPAIR_1.5_train_accs,partial_merging_REPAIR_1.5_train_losses,partial_merging_REPAIR_1.5_test_accs,partial_merging_REPAIR_1.5_test_losses
0.5,1.0,9.477931e-05,0.9913,0.034149323,0.14011666,2.4771926,0.141,2.4711542,0.9145667,0.36363283,0.9098,0.3949559,0.9856667,0.06392348,0.9802,0.099248394,0.95206666,0.19654897,0.9484,0.22176822,0.9859833,0.059736066,0.9807,0.09816469,0.99151665,0.026515594,0.9812,0.06944583,0.9967667,0.010080634,0.9869,0.0581401
0.55,1.0,9.465188e-05,0.9913,0.034456488,0.17388333,2.4268074,0.1733,2.4199133,0.9181,0.34127378,0.9132,0.37110317,0.9860167,0.060460873,0.9813,0.09608783,0.9540167,0.1856,0.9496,0.2108144,0.98688334,0.056487553,0.9822,0.09478514,0.99195,0.024396477,0.9821,0.06731135,0.99686664,0.009556147,0.9873,0.057260178
0.6,1.0,9.5673175e-05,0.9912,0.034928452,0.28118333,2.2821946,0.2764,2.2749622,0.92758334,0.291402,0.9223,0.3204658,0.9877167,0.051331606,0.9821,0.089307025,0.9590833,0.15909326,0.9537,0.18608834,0.98825,0.04821791,0.9834,0.08760764,0.99303335,0.020026414,0.9836,0.06299474,0.99721664,0.008123778,0.9881,0.05555924
0.65,1.0,9.7901684e-05,0.9911,0.035565823,0.34701666,2.0170279,0.3483,2.0095983,0.9410833,0.22198614,0.936,0.25187615,0.99018335,0.038840383,0.9835,0.07929063,0.96646667,0.12195948,0.9597,0.15177989,0.9906,0.036221113,0.9848,0.07810137,0.99485,0.0145637775,0.9849,0.05777433,0.9978167,0.0061770775,0.9888,0.05347715
0.7,1.0,0.00010144372,0.9909,0.03637528,0.46781668,1.6465611,0.4632,1.6383437,0.95795,0.146338,0.952,0.17912729,0.9927833,0.025802024,0.9853,0.069432884,0.97625,0.08154598,0.97,0.11502107,0.99315,0.023639366,0.9863,0.06804226,0.99658334,0.009298433,0.9865,0.052973595,0.9985667,0.004071699,0.989,0.051310435
0.75,1.0,0.00010645895,0.9911,0.037365504,0.6287,1.1862967,0.6351,1.1776558,0.97495,0.0810703,0.9662,0.117388666,0.99548334,0.014281055,0.9881,0.060590122,0.9853,0.046678472,0.9779,0.085169874,0.99583334,0.013076138,0.9878,0.05935637,0.99795,0.0051586893,0.988,0.049296774,0.99903333,0.0023505709,0.9899,0.04934588
0.8,1.0,0.00011317686,0.9913,0.038544606,0.77928334,0.7015385,0.7792,0.7026497,0.9878333,0.037104495,0.9792,0.07743592,0.9978,0.0061468915,0.9887,0.053736467,0.99263334,0.021991577,0.9837,0.064852074,0.99801666,0.005681265,0.9897,0.05273682,0.9992,0.0023831837,0.9892,0.046947766,0.9995833,0.0011416505,0.9895,0.04748947
0.85,1.0,0.00012191871,0.991,0.039920907,0.8940333,0.2734887,0.8886,0.2911858,0.99523336,0.013053431,0.985,0.057319976,0.9992333,0.0019883025,0.9896,0.04872494,0.99728334,0.007701502,0.9873,0.052841265,0.9993167,0.002008416,0.9903,0.048293874,0.9998,0.0009341712,0.9894,0.045354705,0.99985,0.0005172917,0.9902,0.04621966
0.9,0.9999833,0.00013313253,0.9904,0.0415009,0.9862667,0.042514414,0.9765,0.082506314,0.99915,0.0028802718,0.9882,0.047880966,0.99986666,0.00054685306,0.99,0.045569733,0.99948335,0.0017963616,0.9897,0.046219543,0.99976665,0.0006078565,0.9905,0.045549635,0.99993336,0.0003922965,0.9893,0.044421967,0.99995,0.00026736117,0.99,0.045298323
0.95,0.9999833,0.0001474465,0.9902,0.043283574,0.99948335,0.0025979753,0.9877,0.04654974,0.99993336,0.00045957792,0.9899,0.043793622,0.9999667,0.00021586935,0.9902,0.04426558,0.9999667,0.00037717656,0.9902,0.04374767,0.9999833,0.00022036178,0.9902,0.044280116,0.9999833,0.00021554566,0.9898,0.04439436,0.9999833,0.00017609772,0.9899,0.04492926
1.0,0.9999833,0.00016574828,0.9898,0.045260124,0.9999833,0.0001657483,0.9898,0.04526012,0.9999833,0.00016574858,0.9898,0.045260154,0.9999833,0.00016213067,0.99,0.045361858,0.9999833,0.00016580193,0.9898,0.045257706,0.9999833,0.00016270799,0.9899,0.04544615,0.9999833,0.00016566376,0.9898,0.04526293,0.9999833,0.00016432554,0.99,0.04537493
