alphas,ensembling_train_accs,ensembling_train_losses,ensembling_test_accs,ensembling_test_losses,naive_train_accs,naive_train_losses,naive_test_accs,naive_test_losses,merging_train_accs,merging_train_losses,merging_test_accs,merging_test_losses,merging_REPAIR_train_accs,merging_REPAIR_train_losses,merging_REPAIR_test_accs,merging_REPAIR_test_losses,partial_merging_1.1_train_accs,partial_merging_1.1_train_losses,partial_merging_1.1_test_accs,partial_merging_1.1_test_losses,partial_merging_REPAIR_1.1_train_accs,partial_merging_REPAIR_1.1_train_losses,partial_merging_REPAIR_1.1_test_accs,partial_merging_REPAIR_1.1_test_losses,partial_merging_1.5_train_accs,partial_merging_1.5_train_losses,partial_merging_1.5_test_accs,partial_merging_1.5_test_losses,partial_merging_REPAIR_1.5_train_accs,partial_merging_REPAIR_1.5_train_losses,partial_merging_REPAIR_1.5_test_accs,partial_merging_REPAIR_1.5_test_losses
0.0,0.9999833,0.00019085003,0.9903,0.041469786,0.9999833,0.00019085006,0.9903,0.041469783,0.9999833,0.00019085006,0.9903,0.041469783,0.9999833,0.00018013199,0.9902,0.04170333,0.9999833,0.00019084092,0.9903,0.041467816,0.9999833,0.00018155061,0.99,0.041756045,0.9999833,0.00019085006,0.9903,0.041469783,0.9999833,0.00018066661,0.9902,0.04155603
0.05,0.9999833,0.0001666767,0.9903,0.039815903,0.99876666,0.004518573,0.987,0.04699841,0.9999167,0.00047933916,0.9898,0.04038131,0.9999667,0.0002201432,0.9903,0.041506186,0.9999167,0.00040872965,0.9903,0.040261135,0.9999833,0.0002236232,0.9901,0.041759193,0.9999833,0.00024090939,0.9907,0.040397584,0.9999833,0.00018453413,0.9905,0.041869577
0.1,0.9999833,0.0001481107,0.9906,0.038367476,0.9453667,0.16227852,0.9348,0.20367539,0.9992333,0.0028166343,0.9878,0.045596264,0.9999,0.0005578867,0.9904,0.0433781,0.99955,0.001726059,0.9889,0.043797817,0.9999,0.0005564709,0.9902,0.043816052,0.99995,0.0004548367,0.9891,0.04062385,0.9999833,0.00026193177,0.9899,0.04254615
0.15,0.9999833,0.0001337592,0.991,0.037130076,0.8705,0.58531004,0.8595,0.61056525,0.9950167,0.014075569,0.9839,0.058882415,0.9995,0.0018499334,0.9896,0.046993207,0.9975333,0.007079373,0.9869,0.05238873,0.9995,0.0016906501,0.9895,0.047518827,0.99965,0.0011466561,0.9892,0.04241915,0.99986666,0.0005377021,0.9897,0.043943174
0.2,0.9999833,0.00012260553,0.9914,0.036107466,0.76735,0.9608434,0.762,0.9724879,0.9838833,0.04722011,0.9743,0.09245897,0.99801666,0.0054051196,0.9884,0.05266539,0.9922,0.022229405,0.9828,0.06779487,0.99868333,0.0045518465,0.9881,0.053471114,0.99913335,0.0027465955,0.9891,0.045478474,0.9996333,0.0011918326,0.9892,0.046356697
0.25,0.9999833,0.00011392867,0.9914,0.035296507,0.57745,1.4306526,0.5833,1.4284372,0.96845,0.107541576,0.9594,0.15131219,0.996,0.012524393,0.9867,0.060577367,0.9836,0.051507123,0.9755,0.095150486,0.99616665,0.011027249,0.9872,0.060919333,0.9979,0.005822124,0.9874,0.049232572,0.99916667,0.0023711869,0.9888,0.049172193
0.3,0.9999833,0.00010722484,0.9913,0.034688987,0.37431666,1.8663542,0.376,1.8630304,0.9523,0.18256976,0.9455,0.22346747,0.9928667,0.023804553,0.9843,0.07072583,0.9743,0.091604285,0.9675,0.13097805,0.99341667,0.021432946,0.9852,0.06976116,0.9960667,0.01066467,0.9861,0.05443505,0.9986167,0.004022328,0.9882,0.05213704
0.35,0.9999833,0.00010214914,0.991,0.034276508,0.27905,2.1661983,0.2737,2.1646962,0.9367,0.25745288,0.9305,0.29522097,0.99011666,0.03783515,0.9824,0.08103086,0.9661,0.1332069,0.9599,0.1678668,0.99081665,0.034421925,0.9838,0.080164276,0.99441665,0.016540432,0.9843,0.06031381,0.99791664,0.0061151516,0.9877,0.054757357
0.4,0.9999833,9.847076e-05,0.991,0.034052685,0.2357,2.3487115,0.2304,2.3462486,0.9241667,0.3186598,0.9189,0.35392696,0.9876,0.051211398,0.9816,0.09086094,0.9586667,0.16813254,0.9547,0.1980873,0.98835,0.047308393,0.9819,0.089165494,0.9927,0.02206251,0.9828,0.06555324,0.99728334,0.008115962,0.9876,0.056781773
0.45000002,0.9999833,9.604189e-05,0.9911,0.034012295,0.17061667,2.4486809,0.166,2.4441738,0.9163333,0.35606757,0.9111,0.3888207,0.9860333,0.060906418,0.98,0.097853355,0.9536833,0.19060735,0.9506,0.21712676,0.9867,0.056304865,0.9814,0.095392525,0.99181664,0.02570462,0.9816,0.06885331,0.99686664,0.00958782,0.9873,0.05787073
